LoanAmount0,LoanPeriod0,Good,PredictedGood0
3000,8,0,591
1400,3,1,573
1000,4,0,-484
2000,4,1,545
1000,4,1,397
550,4,1,415
4700,11,1,294
3000,8,1,241
1000,4,0,407
11200,24,1,457
1000,4,1,207
5400,13,1,384
5000,12,1,375
3100,8,0,395
5000,12,1,642
7100,17,1,433
41100,38,0,-374
1500,5,1,235
9200,20,0,-327
36350,36,1,205
10000,20,1,450
6300,15,1,343
5000,10,1,359
4200,11,1,364
4700,11,1,499
1500,5,1,603
4700,11,1,348
6500,15,1,373
4000,10,1,417
10000,23,1,364
3000,6,1,475
2000,4,1,453
541,4,0,-321
4600,11,1,275
6500,16,0,-319
6500,16,0,207
32300,36,1,321
1000,4,1,475
1000,4,1,467
3000,8,0,-342
41100,37,0,206
2500,7,1,378
2000,6,1,469
2000,6,0,222
6000,15,1,411
5400,11,1,385
10000,21,1,396
3600,9,1,433
6000,14,1,519
4540,11,1,88
500,2,1,528
700,4,1,594
1600,6,1,506
650,4,1,358
3000,6,1,478
1000,4,1,468
558,2,1,468
2879,6,1,374
2500,7,1,376
500,4,1,564
5089,12,1,467
2226,7,1,328
6700,15,0,489
2600,6,1,433
7000,17,0,-376
3398,9,1,403
651,4,1,391
1000,4,1,625
4548,11,1,26
1113,5,0,-386
3000,8,0,362
5838,15,0,-422
5000,12,0,442
8700,19,1,384
760,2,1,570
543,4,1,426
10000,21,1,364
2000,6,1,374
2000,6,1,482
1084,5,1,571
2000,6,0,320
2600,8,1,491
2768,8,1,261
2000,4,1,326
1180,5,0,532
1447,3,1,501
6000,14,1,374
5838,15,1,245
2000,6,1,330
3522,7,1,482
5000,12,1,428
7589,17,1,378
6700,13,1,370
1336,5,1,488
7000,16,1,341
6500,13,1,370
4500,11,1,393
760,4,0,242
5350,11,1,433
1733,4,1,309
3800,8,1,604
3000,6,1,367
5000,10,1,162
3500,9,1,573
2200,5,1,603
7000,14,1,346
5000,10,1,436
5000,10,1,434
6000,14,1,582
7000,16,1,384
2226,7,1,325
3411,9,0,-396
1600,6,1,619
6739,15,0,-373
2782,8,1,425
4800,12,1,595
2000,4,1,424
1200,3,1,535
5002,12,1,402
1084,5,1,487
1661,6,1,472
889,4,1,582
6100,12,1,195
3000,8,1,472
500,4,1,570
6000,14,1,405
1000,4,0,614
1154,5,1,463
3312,10,1,242
2560,7,0,157
2560,7,1,385
9340,18,1,344
2000,6,1,583
1993,6,0,173
3000,8,1,344
3312,9,0,-291
9500,22,1,375
10000,20,1,416
1000,2,1,454
4500,9,1,401
1000,4,1,550
7575,15,1,324
6516,15,1,264
14000,25,0,277
1800,6,0,298
500,4,0,-223
2296,7,1,318
5000,12,1,328
2311,7,0,-417
1108,5,1,405
2800,8,0,-422
4000,8,1,520
3500,9,1,409
3402,7,1,328
8000,16,1,399
869,4,1,535
2775,8,0,419
11702,21,1,274
3750,8,1,257
5000,12,1,413
2500,5,1,454
3600,9,1,573
3867,8,1,463
1000,4,1,453
543,2,1,498
2750,8,1,370
5000,10,1,449
2000,4,1,471
543,2,1,442
543,4,1,423
6600,15,1,305
3000,6,1,319
600,2,1,521
500,4,0,369
1330,5,1,482
1084,5,1,423
6000,14,0,466
500,2,1,458
3500,9,1,385
8000,18,1,441
2000,6,0,83
7000,16,1,530
543,4,0,504
1000,2,1,321
4539,11,0,-422
1500,5,1,288
7000,16,1,343
1500,5,0,597
5000,12,1,474
1000,4,1,489
7800,15,1,215
4530,11,1,535
2000,6,0,337
3000,6,1,462
543,2,1,467
2150,7,1,351
6816,15,1,343
1663,6,0,-300
3122,9,1,472
4000,10,0,236
2786,8,1,480
4000,8,1,540
6000,14,1,286
3000,8,1,474
10000,21,1,364
6500,16,1,294
1301,5,1,353
3900,10,0,386
5798,14,1,321
12350,24,1,432
2000,6,1,407
1000,2,1,489
543,2,1,477
1663,6,0,-333
5000,12,1,230
1400,5,1,697
10000,20,1,386
5380,13,1,295
550,2,1,712
1000,4,1,512
3200,9,0,-391
500,4,1,400
4702,11,1,394
7674,18,1,450
3200,9,1,440
500,4,0,74
1000,4,1,473
6000,14,1,342
7000,14,1,254
3000,8,1,370
3000,6,1,429
2000,6,1,573
5000,12,1,405
4300,11,1,445
2350,7,1,195
1000,4,1,386
1500,3,1,239
7650,18,1,325
3316,9,1,222
2500,5,1,416
3000,8,1,389
3418,7,1,388
7500,15,1,474
2500,5,1,471
760,4,0,-254
4000,10,1,491
4000,8,1,-1
2500,7,0,-374
1330,3,1,532
7500,17,1,363
1200,5,1,385
3991,10,1,177
6000,12,1,405
2000,6,1,294
1500,3,1,474
6000,12,1,176
4000,11,0,297
5000,12,1,225
1600,6,0,271
2700,8,1,482
1000,4,1,495
7500,17,1,384
1672,6,1,481
3991,10,1,440
1200,5,1,439
4640,11,1,453
3000,8,1,405
8000,16,1,402
500,4,1,563
8500,17,1,505
10000,21,1,364
4500,11,1,488
2787,6,1,474
10000,22,1,561
5000,12,1,385
1200,5,1,364
3000,6,1,559
5587,11,1,167
4000,10,1,613
9000,18,1,384
1500,3,1,573
2787,8,0,293
543,4,1,323
1500,5,0,-245
3000,8,1,364
4423,11,1,413
543,2,1,523
3000,8,1,344
1084,3,1,395
8000,19,1,252
5000,10,1,447
7500,17,1,543
5200,12,1,562
10000,23,1,419
6000,14,1,442
6000,14,1,416
2000,6,1,329
5000,12,1,401
4000,10,1,650
2800,8,1,402
14500,24,1,436
1200,5,1,741
4700,11,1,453
3000,8,1,457
4000,8,1,600
1394,3,1,411
5000,12,1,612
650,2,1,517
1084,5,1,245
5524,13,1,374
3600,7,1,523
760,4,0,-343
4400,11,1,364
1000,2,1,689
1400,5,1,485
543,4,1,375
5000,11,1,444
1400,3,1,111
1500,5,0,-422
3423,9,1,384
5500,11,1,340
1084,5,1,306
7500,17,1,388
5800,12,1,464
2000,6,1,340
10000,21,0,-287
2230,5,1,414
1200,5,1,485
668,2,1,458
2893,8,1,165
4302,11,0,145
3409,9,1,300
1500,5,1,410
5000,12,1,531
2000,4,1,436
2546,7,0,-420
2000,4,1,582
3000,6,1,472
10000,21,1,541
3500,9,1,401
2500,7,1,476
6000,13,1,555
4564,11,1,475
2000,6,0,-311
500,2,1,733
2670,8,1,585
1000,4,1,439
543,4,0,504
5600,13,1,487
7045,14,1,495
1000,4,1,549
1338,5,0,307
1084,5,1,496
8000,19,1,455
2000,4,1,537
8000,19,1,490
1109,5,0,282
4000,10,1,559
5000,13,1,566
5000,12,1,357
1500,3,1,286
652,2,1,396
1800,6,1,406
9200,20,1,336
7000,16,1,447
2000,6,1,453
78400,47,1,147
141600,60,1,131
18400,32,0,152
6000,12,1,306
76400,43,1,230
33150,33,1,357
6000,14,1,199
10000,21,1,394
3000,8,1,61
4500,11,0,-637
2650,6,1,5
6000,14,0,-118
18200,30,1,311
5000,10,1,347
3400,7,1,420
1500,5,1,428
8500,18,1,344
1000,4,1,457
7000,16,1,119
5700,11,1,225
43500,37,0,-506
5000,12,1,379
1000,4,1,278
4000,10,0,-517
4000,8,1,180
5500,13,1,412
9200,20,0,-531
1000,4,1,308
10000,21,0,-567
10000,22,1,217
3700,10,1,284
2000,6,1,340
4000,10,1,166
1200,5,1,310
10000,21,0,181
1500,5,1,370
11100,23,1,347
1500,5,1,365
6000,14,1,399
6225,14,1,360
2700,8,1,378
1000,2,1,209
2500,5,1,412
6500,16,1,274
9000,21,1,305
3000,6,1,287
5600,13,1,394
2800,8,0,454
5000,12,1,542
53400,40,1,396
7250,16,1,305
8900,19,1,385
4800,10,1,433
4700,9,1,368
3250,9,1,584
500,4,0,-464
4700,11,1,481
3000,6,1,282
5700,14,1,443
2000,4,1,547
1000,2,1,343
1200,5,0,-399
1200,5,1,414
3500,7,1,294
5000,12,1,416
1600,6,0,-464
6000,14,1,272
1700,6,1,474
10000,22,1,505
500,4,1,580
6000,14,0,249
5600,11,1,424
3600,7,1,388
2000,6,1,361
800,4,0,-492
7600,17,0,-314
5000,10,1,523
4000,10,1,582
9720,21,1,471
17400,30,0,-337
1200,5,1,594
6000,14,1,471
5500,11,1,366
1500,5,1,467
5000,10,1,462
8000,20,1,410
7700,17,1,254
3000,8,0,-474
3000,6,1,456
4770,10,1,519
7600,17,0,-297
5700,13,1,346
1500,3,1,476
1850,6,1,483
3800,10,1,543
7600,17,1,376
6200,12,1,507
1500,5,1,383
8600,20,1,416
5000,10,1,343
2000,6,1,482
1000,2,1,341
2600,8,1,209
1030,3,1,513
3000,8,1,395
10000,23,1,364
4000,8,1,413
6600,15,1,343
5000,12,1,459
2000,4,1,453
36000,39,1,462
6200,14,1,296
10000,19,1,416
2500,5,1,565
5000,12,1,452
2360,7,1,474
3859,10,0,-341
3500,9,1,510
7000,16,1,575
4500,11,1,552
6600,13,1,278
2000,6,1,524
5500,11,1,515
868,4,0,-295
1000,4,1,337
2000,6,1,471
1000,4,1,503
4000,10,1,450
10000,21,0,505
2500,5,1,213
2500,7,0,287
5000,12,1,384
1500,3,1,297
2290,5,1,324
2500,7,0,-436
1700,6,1,229
1500,5,1,269
3000,8,1,544
4500,9,1,543
3000,6,1,382
7000,16,1,581
2400,7,0,77
7000,16,1,384
4000,8,1,454
5000,12,1,510
3965,10,1,329
3500,7,1,454
10000,20,1,499
4000,10,0,177
4000,10,1,540
4870,10,1,441
500,4,1,642
1000,4,1,598
1500,5,0,-402
1000,4,1,107
2400,7,1,471
3000,6,1,323
6580,13,1,364
5000,12,0,-423
1000,2,1,354
543,4,0,217
7450,15,1,471
4800,12,1,451
4000,10,1,324
3948,10,1,453
1720,4,1,447
3500,7,1,441
1670,4,1,487
4100,10,0,157
4800,12,1,561
4000,8,1,254
7400,17,1,385
500,4,0,-194
2215,5,1,246
1000,2,1,443
3000,6,1,364
4000,8,1,449
1500,5,1,623
6500,15,1,454
1800,6,1,126
2228,7,0,-386
6000,14,1,275
3000,8,0,-423
3000,8,0,-394
5000,13,0,292
3000,8,1,402
652,2,1,426
1662,4,1,348
3402,9,1,317
4000,10,1,553
7500,16,1,416
4500,11,1,565
543,4,0,326
4000,11,1,396
4000,8,1,436
2550,7,1,170
2948,8,0,-413
2550,7,0,-393
543,4,1,404
6800,15,1,342
4000,10,1,364
1800,4,1,354
3316,7,1,361
1774,6,1,471
7500,17,1,454
7000,14,1,550
739,2,1,426
1000,2,1,458
3500,9,1,525
5800,14,1,394
1853,6,1,248
6250,12,1,364
10000,21,1,403
543,2,1,438
2100,7,0,-340
3925,10,1,346
6000,12,1,409
3200,9,1,505
1500,5,1,420
1200,3,1,534
4000,10,0,-420
4000,10,0,179
3000,6,1,507
5350,11,1,385
5150,10,1,538
1100,5,1,512
2500,5,1,333
7000,17,1,317
900,2,1,458
3100,8,1,560
1800,6,1,444
3317,9,1,490
1900,4,1,555
4300,11,1,471
4000,10,1,530
5250,11,1,491
2000,4,1,612
7150,14,1,436
5000,12,1,612
3500,9,1,184
2300,7,1,543
4750,12,0,265
2000,6,1,513
2893,8,1,159
1000,4,1,530
2200,7,1,364
2650,6,1,423
2900,8,0,-394
3000,8,1,329
2320,5,1,156
7500,18,1,433
3974,10,0,-471
1200,5,1,320
3000,6,1,468
2107,7,1,521
7500,18,1,474
544,4,1,510
5510,11,1,538
6000,13,1,492
5000,12,1,454
668,2,1,443
7700,18,1,512
3500,9,0,295
5000,12,1,530
3423,9,0,-471
5000,12,1,485
10000,19,1,621
9000,20,0,499
3700,8,1,394
2000,6,1,431
9500,21,1,567
550,4,1,474
2000,4,1,289
1000,4,1,384
1000,4,1,527
5950,12,1,601
4000,10,0,537
2900,8,1,507
3400,9,1,525
10000,22,1,490
2000,6,1,474
1000,2,1,573
3000,6,1,566
3450,9,0,516
500,2,1,547
565,2,1,323
3000,6,1,529
13500,25,1,324
779,2,1,658
10000,21,1,564
19700,33,1,468
8800,17,1,320
4500,11,1,342
600,2,1,446
600,4,0,-479
750,4,1,506
41600,34,1,470
4540,12,1,51
1500,3,1,293
2000,6,1,597
12000,23,1,275
40400,36,0,-609
2000,6,1,349
1400,5,0,431
3000,8,1,416
4700,9,1,165
1500,3,1,263
3500,9,1,412
17400,30,1,356
32300,34,0,267
5700,11,1,446
3000,8,1,405
3000,6,1,457
1000,2,1,80
5700,13,1,393
800,2,1,590
4500,12,1,465
250,3,0,-521
9500,21,0,314
5500,11,1,523
60575,40,1,339
13800,25,0,-254
5000,12,1,513
6000,12,1,119
1800,4,1,458
2600,6,1,474
4700,11,1,505
10000,21,1,433
600,4,0,-380
4000,8,1,513
34000,35,1,386
1500,3,1,215
8500,17,1,441
5500,13,0,300
600,4,1,649
500,4,1,687
7000,14,1,401
1000,4,0,-385
4400,11,1,374
1000,4,1,400
4700,9,1,361
6000,12,1,516
5000,10,1,485
19500,31,1,478
4760,10,1,375
8000,18,1,305
5150,12,1,364
4700,11,0,-286
1000,2,1,483
5000,13,0,-87
2000,4,1,498
4700,11,1,341
10000,23,1,21
3200,9,1,487
8000,19,1,367
40400,36,1,260
1000,4,1,604
5000,10,1,371
1000,4,1,622
5000,12,1,485
2000,4,1,332
2000,4,1,572
2500,7,1,466
4000,8,1,520
7000,16,1,413
3000,8,1,562
2000,6,1,437
5000,12,1,543
2000,6,1,385
6300,13,1,321
5000,10,1,439
3800,10,1,271
3880,8,1,491
9000,18,1,305
1670,4,1,259
2294,7,1,324
2226,7,1,553
2000,6,1,512
6000,14,1,474
7000,16,1,453
2504,7,1,304
3344,7,1,407
8000,18,1,303
6000,14,1,83
889,2,1,404
6000,14,1,384
5000,11,1,325
2059,5,1,601
8000,18,0,-538
2500,5,1,383
6000,13,1,277
6000,15,1,364
3000,8,1,437
543,4,1,327
3416,7,1,414
4000,10,1,186
5000,10,1,323
7000,16,1,451
1671,6,1,522
4000,10,1,376
4000,10,1,513
1500,3,1,389
1200,3,1,641
4782,10,1,188
1448,3,1,377
1450,5,0,-313
543,4,1,399
8480,17,1,263
7000,16,1,279
3758,10,1,254
1400,3,1,276
2500,7,1,534
4500,11,1,425
5000,12,1,426
1100,5,1,447
8000,18,1,383
4700,11,1,391
6000,15,1,485
5833,14,1,247
793,4,1,484
3000,8,1,364
1500,5,1,424
1562,6,1,431
3600,9,1,388
9750,20,1,433
7500,15,1,167
3000,8,1,574
7000,14,1,551
9065,21,1,365
3000,8,1,543
6000,15,1,500
1000,2,1,446
706,2,1,202
2750,8,1,448
3760,8,1,177
6900,14,1,588
3994,8,1,361
12700,26,1,433
2500,5,1,308
15000,24,1,174
2299,5,1,352
8000,16,1,382
800,2,1,412
10500,22,1,384
5550,13,0,-19
3423,7,1,389
1250,5,1,360
4000,8,1,418
4000,10,1,526
6000,14,0,532
1000,2,1,766
6450,13,1,490
1250,5,1,543
7000,16,1,565
9393,20,1,192
1084,5,1,430
60900,40,1,110
3000,6,1,357
71300,44,1,-215
85500,47,1,130
30400,36,1,439
650,4,0,-481
71700,42,1,305
27900,33,1,256
6250,12,1,137
51550,37,1,296
33800,34,1,357
8000,18,1,374
1000,4,0,-285
1000,4,0,-434
18200,32,1,318
1000,4,0,-601
1000,4,0,-631
2000,6,1,351
3000,8,0,-621
2000,6,1,515
8500,19,0,172
5000,12,1,281
4500,9,1,223
50800,40,1,217
5000,12,0,45
3000,6,1,271
9000,20,1,391
4700,9,1,426
1200,5,1,141
2000,6,0,188
58000,40,1,327
2000,6,1,421
10000,23,1,510
6000,14,1,463
32300,34,0,372
11100,21,1,467
8300,18,1,405
4700,11,1,388
2500,7,1,264
9800,22,1,433
12000,22,1,487
800,4,0,-461
2500,7,1,691
139300,57,1,441
6300,15,1,484
2000,6,1,482
4500,9,1,454
7365,17,1,385
4000,8,1,408
4000,11,0,-356
1500,3,1,488
117470,52,1,421
1500,3,1,371
3000,8,1,546
5100,10,1,382
66700,43,1,433
3000,6,1,325
9000,20,1,321
9400,20,0,-386
1000,4,0,-221
8500,19,1,364
3000,8,0,99
4500,11,1,388
7000,16,1,344
43500,39,0,372
2800,8,1,481
73450,45,1,272
10000,19,1,394
8500,19,1,436
10000,22,1,326
1000,2,1,461
6100,14,1,495
45750,35,1,180
5000,13,1,583
23300,32,0,257
8000,18,1,501
5000,12,1,402
3500,7,1,364
2000,6,0,94
2000,4,1,94
2000,6,1,185
6500,13,1,514
2000,6,1,256
6508,15,1,305
1000,4,1,337
2390,7,1,375
6500,13,1,467
3000,8,1,655
2500,7,0,225
7000,14,1,412
3700,8,1,364
1667,4,1,481
5410,11,1,335
10000,19,1,436
10000,19,1,360
3800,8,1,370
1400,3,1,454
5116,12,0,460
5200,10,1,602
7500,15,1,420
5500,13,1,306
1000,4,1,476
5000,10,1,374
2500,7,1,505
10000,21,1,496
5000,10,1,576
1300,5,0,-535
4686,11,1,454
5000,12,1,464
3411,9,1,355
5500,13,1,471
3500,9,0,-519
6800,15,1,433
4000,10,0,-470
4000,10,0,-427
4000,10,0,-427
4000,10,0,-513
1500,3,1,573
850,4,0,173
2000,6,1,485
5000,12,1,540
900,2,1,691
3000,8,1,510
7000,15,1,493
1000,4,0,-510
2000,4,1,432
6700,13,1,505
756,4,1,174
6500,15,1,502
1554,6,1,435
700,4,0,-446
3000,8,1,268
3000,8,1,374
1000,4,1,353
3500,9,1,453
4630,12,1,341
8251,18,0,351
500,4,1,357
2000,6,1,454
2000,4,1,399
4702,10,1,304
5500,14,1,385
8600,19,1,364
5700,11,1,510
6000,12,1,385
10000,19,1,483
1084,5,1,487
8000,19,0,245
1672,6,0,-337
6200,14,1,234
2500,7,0,-466
5000,12,1,385
1200,5,0,-64
5100,12,1,477
5110,12,1,403
3200,9,1,405
6750,13,1,430
1300,3,1,493
3000,6,1,656
500,4,0,362
8000,17,1,505
700,4,1,489
5400,13,1,433
1000,4,1,584
6500,15,1,359
5524,13,1,443
4200,9,1,514
15000,24,1,374
3500,9,0,282
3500,7,1,612
1400,5,1,625
3000,8,1,666
700,2,1,583
6000,14,1,606
4000,8,1,550
5000,12,1,419
3240,9,1,304
2000,6,0,131
15000,26,1,448
4300,11,1,636
2299,5,1,390
3500,9,1,381
800,4,0,140
1150,5,0,473
50800,38,0,48
400,4,0,-606
6400,15,0,269
40400,37,1,-60
500,4,0,-600
4500,9,1,172
4000,10,1,244
3000,8,1,217
1250,5,1,173
5000,12,0,255
12200,25,0,219
1000,2,1,367
1000,4,1,348
4500,9,1,285
1850,6,0,-487
1000,4,1,120
50800,38,0,110
1500,5,1,446
2500,7,1,273
1200,5,1,488
4700,11,0,374
1000,2,1,161
2500,5,1,461
4700,11,1,468
1850,6,1,659
139300,60,1,238
27900,31,1,205
4500,11,0,121
3500,9,1,482
3000,8,1,433
700,4,1,455
1600,6,1,168
1000,2,1,443
1500,5,1,417
6000,14,1,375
5000,12,0,-543
16600,29,0,-324
6970,16,1,46
4000,10,1,325
2000,6,1,322
3000,6,1,291
5000,12,1,433
6000,13,1,357
10000,21,1,219
720,2,1,339
5000,12,0,172
71300,41,1,433
7000,16,1,409
43500,35,1,176
17400,28,1,322
4700,11,1,330
500,4,1,365
1500,5,0,-403
500,4,0,-426
10000,21,1,275
5000,12,0,283
1000,4,0,-484
2000,6,1,418
8400,18,1,451
30400,35,1,322
5000,13,1,275
1500,5,1,659
1400,3,1,278
2000,6,0,-371
2000,6,1,591
1000,4,1,410
1500,5,0,-263
1000,2,1,541
4650,11,0,-433
3000,8,1,433
9500,21,1,277
3000,8,0,-455
1113,5,1,215
4000,10,1,452
1500,5,1,-17
5000,12,1,491
9000,19,1,290
500,4,0,194
1100,5,0,-342
2137,7,1,311
600,4,0,-324
10000,19,1,419
6000,12,1,386
2500,7,1,426
8000,18,0,178
1100,5,1,403
5000,10,1,474
9000,20,1,388
4202,9,1,258
1661,6,1,412
1000,2,1,195
5000,12,1,418
1114,3,1,272
500,4,1,335
1000,4,0,-426
5000,12,1,384
652,4,0,-265
5450,13,1,454
2000,6,1,433
7958,18,1,255
2200,7,0,305
2000,6,0,-467
1575,6,1,350
550,4,0,-360
11000,23,1,364
500,4,1,576
2060,7,1,384
3000,6,1,433
1500,5,0,71
2000,6,0,152
7000,17,1,423
1084,5,0,274
8000,18,1,433
3000,6,1,491
550,4,1,335
7000,16,1,127
10000,19,1,403
12000,21,1,293
1000,4,0,-426
600,4,0,149
5000,12,1,258
500,4,1,423
1500,5,1,355
4558,9,1,-44
1000,4,1,277
5300,13,1,454
2000,6,0,-501
10000,23,1,308
500,4,0,-472
1000,4,1,681
4000,10,0,-4
2500,7,1,320
3648,10,1,342
2500,7,0,313
1650,6,1,264
500,2,1,651
2000,6,1,411
1000,4,1,355
2500,5,1,354
5500,11,1,440
2000,6,1,359
5000,12,1,461
15000,25,1,334
800,4,0,-502
1100,3,1,553
500,4,1,561
4200,11,0,-426
4793,12,0,209
3000,8,0,-457
1200,3,1,542
3500,9,0,-440
1663,6,1,459
1200,3,1,632
543,4,1,481
543,4,0,340
543,4,1,281
4713,10,1,314
2500,7,0,-482
5000,10,1,523
1500,5,1,421
11500,21,1,389
500,4,0,-485
650,4,1,510
5000,12,1,317
4500,11,0,412
923,2,1,483
500,4,1,394
700,4,0,-280
600,4,0,-459
12000,24,1,548
5000,12,1,585
500,4,0,-481
3000,8,0,-530
500,4,1,667
1000,4,1,457
2000,4,1,489
2000,4,1,458
3318,9,1,288
600,4,1,542
3000,8,1,339
3700,8,1,347
3500,9,1,319
3500,9,1,149
1700,6,1,268
72500,43,1,261
58000,41,1,225
5000,12,1,315
3500,7,1,55
6600,15,1,132
1000,4,1,418
750,4,1,573
8650,19,1,271
5700,11,1,322
7000,17,1,351
3420,9,0,-557
3420,9,1,53
103400,51,1,-51
2500,5,1,447
3800,8,1,337
13800,25,1,385
10100,22,0,326
71300,44,0,-410
2200,7,1,378
43500,38,1,190
7000,16,0,275
1500,3,1,511
7000,16,1,269
600,4,1,597
4700,11,1,455
2500,7,1,388
99800,52,1,190
3000,8,1,481
1000,2,1,448
5500,11,1,436
1000,4,1,322
3500,9,0,381
3000,6,1,419
4000,8,1,269
893,2,1,435
1000,4,0,-558
1112,3,1,339
1000,4,1,561
500,4,1,655
6600,15,1,471
4700,11,1,444
6000,14,1,384
9000,20,1,364
7000,16,1,242
5000,12,1,364
87700,47,1,344
2500,7,1,543
3000,6,1,158
10000,21,1,433
2000,6,1,286
1500,5,1,375
10000,21,1,325
800,4,1,612
5000,10,1,433
3000,6,1,504
5970,12,1,417
1500,3,1,343
9725,22,1,305
3000,8,1,305
500,4,0,-350
1000,2,1,510
1800,6,1,491
1500,3,1,564
3000,8,0,-337
4000,10,1,485
2000,4,1,238
2700,8,1,561
6000,12,1,436
7200,14,1,364
7000,16,1,273
1800,6,1,274
1000,4,1,382
12200,24,1,5
4100,10,1,418
2400,5,1,364
78400,44,1,351
1500,5,0,-414
3200,9,1,344
122700,58,1,281
8030,16,1,325
1500,5,0,-467
58000,40,1,440
3500,9,0,-485
10000,19,1,453
5500,13,1,492
650,2,1,712
1500,5,1,347
5000,12,1,436
1000,4,1,562
11100,23,1,483
1000,4,1,474
1000,4,1,305
9000,21,1,445
4000,8,1,409
3000,8,1,588
3000,6,1,427
1000,4,0,-428
4700,11,0,-329
9200,20,1,497
500,4,1,633
9000,20,1,313
2000,6,1,430
1000,2,1,583
10000,21,1,337
2500,7,1,564
3100,8,1,261
2000,6,1,510
43500,37,1,374
1000,2,1,436
43500,35,1,348
2600,8,1,612
43500,35,1,472
6000,14,1,563
3000,6,1,543
10000,21,1,453
500,4,1,394
1500,3,1,408
3000,8,1,523
5000,12,1,412
1300,5,1,145
3500,9,1,84
500,4,1,436
3000,8,1,284
4000,10,1,417
2500,7,0,320
4315,11,1,385
4000,10,1,344
1500,5,0,-481
1000,4,1,602
50800,37,1,118
8000,18,1,505
3000,8,0,168
3308,9,0,-315
9000,18,1,329
4550,11,1,433
2303,7,0,-394
3500,7,1,526
1500,5,1,391
10000,19,1,385
3859,10,0,-325
6000,14,1,453
6500,15,1,560
3000,6,1,254
4000,8,1,394
7850,17,1,312
5000,10,1,416
5108,12,1,375
3000,8,1,454
1900,6,1,352
5250,11,1,441
2000,6,1,641
4000,8,1,385
1991,6,1,395
800,4,1,596
3200,9,1,454
4000,8,1,305
543,2,1,421
1000,4,1,418
6000,12,1,505
1500,5,1,440
8000,18,1,384
7200,16,1,384
1800,6,1,510
8500,17,1,264
3300,9,1,384
3700,10,1,312
8000,19,1,324
8000,16,1,542
10000,20,1,385
2500,5,1,462
4800,12,1,462
3000,6,1,206
6000,14,1,385
2000,4,1,113
500,4,1,445
2449,7,1,540
1200,3,1,615
2500,7,1,457
9000,20,1,453
1600,4,1,526
8500,20,1,485
3000,8,0,-452
3000,8,0,-452
1500,5,1,476
2800,8,1,381
8400,16,1,402
1108,3,1,514
850,4,0,465
1625,6,1,443
8000,18,1,394
2700,8,0,275
3000,6,1,549
7100,17,1,385
7717,18,1,127
3000,6,1,293
9400,19,1,302
3700,10,1,416
7005,16,1,434
2000,6,1,531
3800,8,1,403
5600,13,1,414
5000,12,1,510
3200,9,1,215
5500,13,1,374
543,4,0,-336
839,4,0,-331
2005,6,0,-341
5000,12,1,433
3000,8,1,512
3000,6,1,481
6410,15,1,311
6000,14,1,384
6500,16,1,405
1500,5,1,597
800,4,1,432
5000,10,1,416
1952,4,1,509
2500,7,1,397
869,4,0,-301
500,4,1,327
1671,6,0,467
8606,20,0,85
2500,5,1,385
1500,3,1,68
1700,6,1,485
2228,7,0,-314
1500,3,1,384
11000,22,1,454
10000,21,0,-437
4500,11,1,416
2000,4,1,384
550,2,1,592
1000,4,1,513
800,4,1,366
6000,12,1,290
5000,10,1,433
500,2,1,504
1200,5,1,512
1115,3,1,305
2298,7,1,441
5000,12,1,436
6821,13,1,351
3000,6,1,344
12315,22,1,196
1500,5,1,401
500,2,1,612
5500,13,1,511
2500,7,1,505
543,4,1,470
2000,6,1,420
3316,9,1,463
3500,9,1,436
1000,4,1,573
12500,24,1,398
3300,7,1,403
543,4,0,-278
1000,2,1,364
3000,8,1,573
1500,5,1,505
3000,6,1,305
6158,12,1,202
543,4,1,507
543,4,1,485
7800,15,1,274
3000,6,1,288
1115,5,0,372
6000,14,1,453
543,4,1,322
3500,9,1,495
2500,5,1,384
10250,20,1,325
6100,15,1,454
3800,10,1,491
1672,4,1,270
1000,4,1,253
1000,4,1,471
4000,8,1,364
3500,7,1,370
7000,16,0,46
3500,7,1,305
15000,25,1,513
5000,12,1,456
6200,14,1,433
3000,8,1,420
11000,23,1,425
11900,24,1,454
4130,10,1,481
1500,5,0,-474
7850,17,1,235
7100,16,1,385
7964,18,0,-397
4000,10,0,-426
4650,9,1,347
6200,12,1,384
6000,14,1,444
4000,10,1,384
3000,6,1,612
3500,7,1,445
8000,16,1,436
3423,9,0,-403
7000,16,1,495
5100,12,1,433
2500,7,1,523
3700,8,1,453
10000,22,1,364
6100,14,1,425
8000,18,1,453
600,4,1,497
5524,13,1,380
5135,12,1,274
3000,8,1,405
2150,7,1,612
6800,15,1,382
3700,10,0,346
6900,16,1,474
543,4,1,585
1000,2,1,515
1800,4,1,410
8100,18,1,323
2500,7,1,433
8650,19,1,358
2500,5,1,487
5000,10,1,439
6500,15,1,584
3000,8,1,438
6000,14,1,517
14700,27,1,568
5900,12,1,-61
1500,5,1,490
6500,15,1,487
6700,16,1,150
1449,5,1,532
4500,11,1,594
1301,5,0,420
1084,5,1,482
5000,10,1,438
543,4,1,479
3000,8,0,508
543,2,1,504
5000,11,1,517
2893,6,1,490
2118,7,1,589
2000,6,1,737
1084,5,0,-279
5250,14,1,428
7000,16,1,418
2800,8,1,490
5000,12,1,383
1000,2,1,415
3500,9,0,-543
50800,39,0,27
12200,22,1,442
2000,6,0,-360
2000,4,1,334
6000,14,1,351
5000,12,1,360
4500,9,1,183
71300,42,1,293
61000,40,0,24
5000,12,1,291
5500,11,1,364
