ClientId,LoanAmount0,LoanPeriod0,Good,PredictedGood0
103690,1000,4,1,364
103692,5000,12,1,382
103693,1200,3,1,364
103694,3312,9,0,364
103697,3700,10,1,441
103698,611,4,1,467
103699,1625,4,1,601
103702,3600,7,1,403
103704,10000,19,1,433
103705,6800,15,1,453
103706,685,4,0,408
103707,10000,21,1,474
103708,4500,11,1,436
103709,5000,10,1,468
103710,6000,12,1,368
103711,8000,18,1,493
103712,2000,6,1,629
103713,1000,4,1,420
103714,4000,10,1,530
103716,2000,6,0,502
103719,6200,12,1,364
103720,2229,5,1,494
103721,815,4,1,579
103723,3000,8,1,462
103724,758,4,0,388
103725,2500,5,1,513
103726,1500,3,1,477
103727,5000,12,1,471
103728,1626,6,1,488
103729,500,4,1,622
103732,4000,8,1,436
103733,9000,19,1,545
103735,500,4,1,419
103736,15000,26,1,388
103738,542,4,1,353
103739,2700,6,1,436
103742,3969,11,1,411
103744,3000,8,1,485
103745,3000,8,1,505
103746,2650,6,1,433
103747,7000,14,1,364
103748,2000,6,0,390
103749,4000,10,1,364
103750,650,4,1,481
103754,1895,6,1,532
103755,4000,10,1,431
103756,2000,4,1,560
103758,668,2,1,490
103759,795,4,0,419
103760,1500,5,1,385
103762,6500,13,1,433
103764,1115,3,1,421
103766,11200,21,1,454
103767,1084,3,1,463
103768,5000,12,1,514
103769,1150,5,1,629
103770,6500,16,1,364
103772,2500,7,1,450
103774,1774,4,1,376
103775,869,2,1,571
103776,2230,5,1,656
103777,543,4,1,506
103778,500,4,1,694
103779,9500,21,1,479
103780,1157,3,1,384
103781,5000,12,1,439
103788,2000,6,1,361
103790,2500,7,1,389
103794,10000,21,1,375
103796,4750,10,1,382
103802,12200,22,1,357
103811,542,4,1,378
103812,1082,3,1,413
103818,500,4,1,504
103819,1191,3,1,405
103820,7500,17,1,501
103822,868,4,1,390
103823,651,2,1,398
103828,651,4,1,448
103829,1383,5,0,403
103833,5000,10,1,439
103834,1300,5,1,384
103838,678,4,1,385
103840,2000,6,1,677
103841,7000,16,1,405
103842,1200,5,0,403
103847,1667,4,1,410
103851,893,2,1,423
103852,1779,4,1,540
103856,1000,2,1,530
103857,5108,12,1,372
103859,5750,13,1,454
103860,1082,3,1,391
103862,1200,3,1,592
103863,10000,20,1,532
103864,4000,8,1,475
103870,7900,18,1,494
103871,670,2,1,428
103878,2000,4,1,406
103880,4000,10,1,398
103881,3000,6,1,454
103882,1623,4,1,412
103886,1327,5,1,406
103890,2779,6,1,482
103893,2223,7,1,423
103894,2800,8,1,480
103897,1500,3,1,461
103900,1500,5,1,454
103901,542,4,1,396
103903,650,4,1,597
103906,1440,5,1,371
103907,10000,20,1,418
103908,868,2,1,523
103910,1084,5,1,472
103912,3000,8,0,386
103913,543,2,1,506
103915,977,2,1,503
103916,886,2,1,565
103919,2300,5,1,351
103920,1084,5,1,505
103922,6500,15,1,485
103923,5250,11,1,388
103924,1000,2,1,410
103932,3000,8,1,418
103934,1084,3,1,490
103937,1114,5,1,390
103940,10000,19,1,444
103941,1000,4,1,402
103942,1671,6,1,391
103945,1842,6,1,470
103946,4554,11,1,372
103951,1084,5,1,378
103952,977,4,1,411
103953,2000,6,1,564
103956,543,2,1,383
103957,700,2,1,445
103958,6000,14,1,395
103960,3418,9,1,375
103962,4000,10,1,599
103963,5000,12,0,436
103967,2786,6,1,494
103971,560,4,1,434
103972,543,2,1,474
103973,2229,7,1,417
103974,2500,7,1,531
103976,652,4,1,408
103978,760,2,1,502
103979,4000,8,1,551
103980,543,4,1,625
103987,543,4,1,389
103989,1200,3,1,420
103993,2800,8,1,374
103994,2230,7,1,520
103996,3000,8,1,507
103997,8000,16,1,436
103998,4690,11,1,351
104000,700,4,1,681
104002,5000,12,0,400
104003,543,4,1,539
104004,5302,11,1,446
104005,5750,14,1,418
104006,2168,7,1,514
104007,3000,8,1,366
104008,1084,5,1,443
104009,1000,2,1,586
104010,1084,5,1,482
104011,978,4,1,455
104012,3500,9,1,438
104016,4300,11,1,391
104017,2223,7,1,378
104018,2700,6,1,437
104021,5000,10,1,410
104022,3700,10,1,355
104024,6000,15,1,386
104026,3000,6,1,377
104028,2200,7,1,421
104035,7600,15,1,454
104036,500,4,1,353
104037,3000,8,1,483
104040,7000,16,1,433
104041,18200,32,1,398
104042,4000,10,1,385
104045,5000,12,1,399
104046,4500,11,1,436
104048,2000,4,1,492
104049,6000,12,1,364
104051,3000,8,1,519
104052,2835,8,1,561
104053,5000,10,1,453
104054,2600,6,1,502
104055,6500,15,1,364
104058,1500,3,1,453
104059,3000,6,1,426
104060,1000,2,1,592
104061,6500,15,1,396
104062,5000,12,1,436
104063,5000,10,1,542
104064,3350,7,1,672
104065,1400,3,1,659
104068,3000,6,1,561
104072,7000,17,1,365
104073,500,4,1,536
104075,2000,4,1,405
104078,4400,11,0,376
104080,1800,6,1,478
104081,4201,11,1,485
104082,2000,6,1,424
104084,3407,9,1,434
104087,1500,3,1,384
104088,1125,5,0,532
104089,5726,13,1,380
104090,1084,5,1,430
104091,14500,26,1,402
104093,543,2,1,497
104094,3000,8,1,438
104096,3000,6,1,421
104098,3000,6,1,417
104101,1200,5,0,377
104102,1000,4,1,476
104106,8500,19,1,391
104107,3000,8,1,356
104108,3000,8,1,425
104109,2000,6,1,490
104110,700,2,1,535
104111,2000,6,1,385
104112,5000,10,1,474
104113,8500,19,1,454
104114,45000,37,1,411
104115,4500,11,1,408
104116,6000,12,1,388
104118,3500,7,1,454
104119,800,4,1,604
104120,3000,6,1,383
104121,8750,19,1,418
104122,8700,19,1,439
104124,6000,12,1,577
104125,4000,10,1,474
104127,9500,21,1,546
104128,6000,14,1,365
104129,3000,6,1,364
104131,5100,12,1,412
104132,43500,37,1,446
104133,6250,12,1,472
104134,5400,13,1,457
104135,4500,9,1,505
104136,5600,13,1,405
104137,10000,21,1,485
104138,4750,12,1,461
104142,2000,4,1,381
104144,6000,14,1,454
104145,10000,22,1,433
104146,3510,9,1,405
104147,5000,10,1,496
104148,7600,18,1,490
104149,1000,4,1,434
104150,55600,37,1,372
104151,1500,3,1,384
104154,32800,34,1,523
104155,6200,14,1,505
104156,2500,7,1,502
104159,5000,12,1,385
104160,2500,7,1,485
104161,6250,14,1,505
104163,3000,8,1,462
104164,1883,6,1,440
104165,10000,21,1,505
104166,6000,12,1,453
104167,1084,3,1,566
104170,5000,12,1,411
104171,1000,2,1,433
104172,5000,10,1,364
104174,3500,9,1,561
104175,1000,2,1,642
104176,1500,5,1,622
104178,1400,5,1,403
104179,6000,12,1,364
104180,5000,12,1,474
104181,2000,6,1,433
104183,4000,8,1,505
104184,2200,5,1,463
104185,1500,3,1,474
104186,1700,6,1,492
104187,7500,17,1,385
104188,7272,16,1,362
104189,1200,3,1,626
104191,3500,7,1,442
104192,6500,15,0,405
104194,3000,8,1,483
104195,1500,3,1,592
104197,1000,4,1,440
104198,7000,16,1,416
104199,2000,4,1,545
104200,4000,8,1,505
104201,3500,9,1,470
104202,2500,7,1,404
104203,15000,26,1,454
104204,9300,21,1,496
104205,5000,12,1,474
104206,5500,13,1,543
104208,1000,4,1,613
104209,3300,9,1,385
104210,3000,8,1,385
104211,1084,5,1,360
104212,6000,13,1,436
104213,2800,8,1,399
104214,3500,7,1,433
104215,5000,12,1,561
104217,10000,19,1,383
104218,3000,6,1,375
104219,3000,8,1,436
104220,3064,6,1,364
104222,1500,3,1,543
104223,543,4,1,482
104225,5000,12,1,515
104226,4700,9,1,451
104228,11250,23,1,465
104229,2000,6,1,539
104233,13500,25,1,385
104234,1000,4,1,465
104235,6500,15,1,405
104236,1084,5,1,579
104238,2600,8,1,457
104241,1301,3,1,468
104242,7250,14,1,453
104243,7000,16,1,488
104244,7000,16,0,505
104245,6500,13,1,453
104246,11280,22,1,364
104247,2500,5,1,484
104248,5200,12,1,473
104249,3500,7,1,405
104251,5000,10,1,545
104253,652,4,1,623
104254,6000,12,1,559
104255,10000,21,1,359
104256,4200,9,1,508
104257,1561,6,1,553
104258,500,4,1,493
104266,1300,5,1,447
104267,5000,12,1,396
104271,2550,7,1,386
104273,3000,8,1,506
104274,5000,10,1,365
104276,5500,14,1,423
104277,5000,12,1,483
104278,46400,37,1,388
104279,2000,4,1,457
104280,1500,3,1,489
104282,10000,21,1,472
104283,2000,4,1,462
104287,1500,5,1,482
104288,1000,4,1,401
104289,3500,9,1,431
104290,3000,6,1,485
104291,1000,4,1,447
104296,5000,10,1,436
104298,800,4,1,642
104299,1850,6,1,430
104300,5000,10,1,431
104301,1000,4,0,489
104303,1800,4,1,474
104306,2355,7,1,453
104308,3000,8,1,433
104309,600,4,1,567
104312,543,4,1,527
104313,3312,9,1,473
104314,1000,2,1,394
104315,5000,12,0,540
104316,9000,22,1,374
104317,8700,20,1,384
104318,6750,16,1,505
104319,1000,4,1,454
104320,2000,6,1,625
104321,10000,23,1,453
104323,10000,19,1,583
104324,1000,4,1,360
104325,6000,12,1,418
104326,500,2,1,573
104327,2000,6,1,364
104328,1000,4,1,526
104330,1000,2,1,489
104331,8000,16,1,547
104332,1000,2,1,361
104333,1000,2,1,543
104334,12000,22,1,384
104335,1650,6,1,530
104336,1114,5,1,550
104337,1000,2,1,537
104338,4000,10,1,384
104339,1000,4,0,502
104341,10000,20,1,474
104342,1700,6,1,433
104343,1800,4,1,521
104344,2500,7,1,505
104345,10000,19,1,357
104346,10000,21,1,357
104347,9580,19,1,397
104348,652,4,1,424
104349,12000,23,1,454
104350,2000,6,0,470
104351,869,2,1,510
104352,543,2,1,369
104354,2900,6,1,495
104356,18850,31,1,394
104359,3500,9,1,429
104363,3000,6,1,447
104375,16200,29,1,457
104376,7000,16,1,351
104381,6600,15,1,382
104383,600,2,1,567
104384,4700,9,1,371
104393,4000,8,1,361
104395,18200,31,1,487
104399,6600,15,1,418
104410,500,2,1,520
104414,4700,11,1,432
104415,800,4,1,422
104419,108300,49,1,390
104420,5250,13,1,395
104421,8000,17,1,443
104425,1600,6,1,364
104426,1200,3,1,472
104427,5000,12,1,445
104429,5700,13,1,400
104433,500,4,1,373
104434,1800,4,1,563
104437,4700,9,1,384
104438,2000,6,1,565
104439,2850,8,1,475
104440,2000,6,1,365
104441,1500,3,1,389
104442,8000,18,1,405
104443,106570,51,1,398
104444,5700,13,1,360
104445,10150,23,1,467
104449,9000,20,1,461
104450,1400,5,1,402
104452,12200,24,1,356
104453,1500,5,1,364
104454,7500,16,1,433
104456,8000,18,1,433
104458,2600,8,1,382
104460,4000,10,1,402
104461,13900,26,1,538
104463,10000,21,1,423
104464,4700,11,1,481
104465,31600,34,1,440
104468,7000,15,1,426
104469,8000,16,1,526
104471,38700,37,1,352
104473,18200,30,1,539
104474,5000,10,1,609
104475,500,2,1,552
104476,3850,8,1,510
104477,15100,28,1,535
104479,2700,6,1,463
104480,500,4,1,355
104481,2100,5,1,424
104484,9000,18,1,482
104486,2800,6,1,403
104487,3000,6,1,354
104493,1000,4,1,375
104494,17100,29,1,456
104497,2000,6,0,537
104498,1000,2,1,486
104499,30400,33,1,402
104500,11600,24,1,437
104501,10000,21,1,406
104502,3000,8,1,488
104504,2500,7,1,472
104505,9125,20,0,510
104506,860,4,1,436
104507,6000,14,1,570
104508,6600,16,1,480
104512,10000,21,1,433
104514,500,4,1,511
104517,4000,8,1,426
104518,8500,19,1,491
104519,6000,13,1,384
104520,2000,6,1,543
104522,24300,31,1,372
104524,10260,23,1,471
104525,43500,37,1,353
104528,10000,22,1,384
104529,10800,23,1,502
104532,6800,13,1,433
104533,4400,11,1,497
104534,1000,4,1,442
104535,5000,10,1,354
104536,4000,10,1,382
104537,5000,10,1,582
104538,1659,4,1,395
104539,2500,7,0,406
104540,6000,12,1,606
104541,2000,4,1,560
104543,1000,4,1,468
104545,6950,16,1,375
104546,3830,10,1,461
104549,4120,10,1,382
104550,2560,7,1,451
104551,4500,11,1,403
104552,1600,4,1,452
104554,4000,8,1,419
104556,5200,12,1,505
104559,2000,4,1,552
104560,3312,7,1,505
104563,543,4,1,412
104566,10000,21,1,454
104567,4000,10,1,388
104568,2200,7,1,548
104572,6500,16,1,454
104573,4700,12,1,466
104574,5000,10,1,403
104575,543,4,1,475
104576,1670,6,0,453
104578,3700,10,1,372
104580,4500,11,1,543
104581,2300,7,1,480
104582,5242,13,1,573
104583,6000,13,1,482
104584,6000,12,1,439
104585,868,4,1,433
104593,1500,5,0,412
104594,750,2,1,452
104597,2500,7,0,508
104598,2000,4,1,473
104599,1671,4,1,386
104601,1200,5,1,370
104602,750,2,1,681
104603,1200,5,1,355
104604,2228,7,0,456
104605,3200,9,1,400
104607,1782,6,1,464
104608,5300,11,1,382
104609,2228,7,1,496
104612,3000,6,1,383
104613,6000,12,1,384
104614,6700,15,1,374
104615,6000,13,1,551
104616,2229,7,1,425
104617,1672,6,1,371
104619,2229,7,1,592
104620,4444,11,1,514
104621,6000,14,1,474
104622,3000,6,1,492
104623,2340,5,1,515
104624,5200,12,1,384
104627,7350,16,1,420
104628,8903,17,1,441
104629,3000,8,1,418
104630,5500,12,1,471
104631,2200,7,1,552
104634,1056,5,1,456
104635,3703,10,1,409
104636,3000,6,1,505
104637,652,2,1,473
104638,1000,4,1,526
104639,3000,6,1,560
104640,7000,16,1,364
104641,4600,11,1,374
104642,2000,6,1,384
104643,652,2,1,360
104645,6000,14,1,386
104646,2600,8,1,553
104648,2000,6,1,550
104649,1500,3,1,424
104651,600,2,1,592
104655,4558,11,1,450
104657,4750,12,1,512
104659,543,4,1,548
104662,2850,8,1,562
104663,1000,2,1,447
104666,6000,13,1,423
104669,4600,9,1,489
104670,3000,6,1,402
104671,2564,7,1,450
104673,10000,19,1,391
104675,652,4,1,388
104677,5500,13,1,424
104679,8500,17,1,444
104680,760,2,1,353
104688,3000,6,1,568
104689,543,4,1,577
104690,3950,8,1,424
104691,3000,8,1,385
104695,1084,5,1,425
104696,10000,21,1,436
104697,706,4,0,448
104699,1084,5,0,376
104700,2000,4,1,491
104701,8500,19,1,394
104702,1100,5,1,353
104703,1000,4,1,464
104704,11000,22,1,388
104705,543,4,1,534
104706,543,4,1,407
104708,5200,12,1,605
104709,600,2,1,665
104711,1996,4,1,556
104714,500,4,1,562
104716,760,4,1,534
104717,2230,7,1,411
104719,3800,10,1,426
104720,543,4,1,580
104721,5500,13,1,409
104722,2000,4,1,505
104723,1084,5,0,539
104725,543,4,0,385
104726,3800,8,1,579
104727,706,4,1,571
104731,543,2,1,479
104736,12200,26,1,428
104737,2900,6,1,370
104740,3200,7,1,379
104744,3000,8,1,382
104751,7000,14,1,374
104752,5000,10,1,418
104754,3000,6,1,417
104758,2000,6,1,463
104763,107300,51,1,375
104764,4700,9,1,539
104765,18200,29,1,554
104766,6150,12,1,561
104768,4700,9,1,429
104769,2000,6,1,435
104770,500,4,1,538
104771,2650,6,1,431
104773,33800,34,1,568
104774,5850,14,1,460
104775,23200,34,0,424
104776,8000,18,1,453
104778,4000,10,1,483
104780,3000,6,1,610
104782,600,4,1,527
104783,2400,7,1,432
104786,1700,6,0,413
104788,1000,4,1,619
104791,24300,32,1,356
104792,4500,11,1,472
104794,69400,42,1,411
104796,10000,21,1,385
104797,5000,12,1,581
104798,1500,5,1,488
104799,4000,10,1,384
104801,3150,9,1,405
104804,1300,5,1,638
104805,6600,15,1,454
104806,45000,37,1,394
104807,6500,15,1,485
104808,81300,45,1,375
104809,4000,8,1,632
104812,83750,43,1,410
104813,5000,12,1,561
104815,6000,15,1,530
104816,5000,10,1,436
104819,2000,6,1,609
104820,43500,37,1,410
104821,6000,12,1,512
104822,9600,20,1,485
104823,58000,42,0,364
104824,2500,5,1,399
104825,3000,8,1,502
104826,50800,38,1,388
104827,5000,10,1,356
104828,4721,12,1,534
104831,2000,4,1,469
104832,1667,6,1,438
104833,8677,17,1,457
104834,4000,8,1,531
104835,3000,6,1,443
104836,6500,15,1,560
104837,2779,8,0,353
104838,7600,17,1,430
104839,543,2,1,413
104841,5000,12,1,364
104842,6000,12,1,432
104844,4500,11,1,454
104846,5000,10,1,433
104847,8000,19,1,461
104848,9000,21,1,427
104849,3312,9,1,549
104850,7373,17,1,433
104851,1500,3,1,680
104854,2550,7,1,372
104855,5900,14,1,521
104856,2000,4,1,407
104857,7200,17,1,434
104858,2308,5,1,389
104860,1500,5,1,465
104861,2200,5,1,472
104863,6000,12,1,599
104864,7000,15,1,436
104866,8600,19,1,432
104868,4000,8,1,541
104869,7964,18,1,433
104871,500,2,1,594
104875,9000,20,1,405
104877,5000,11,1,514
104878,2924,8,1,451
104879,2000,6,1,411
104880,5500,11,1,416
104882,5000,10,1,492
104883,1084,3,1,435
104884,3900,10,1,445
104887,3000,6,1,544
104888,2000,6,1,498
104891,2000,6,1,436
104892,5000,10,1,382
104893,543,2,1,399
104895,7000,16,1,496
104896,3500,9,1,433
104897,3500,7,1,491
104898,2500,5,1,436
104900,2000,6,1,466
104901,4089,8,1,403
104902,543,4,1,535
104903,3418,9,1,359
104904,3500,7,1,562
104905,2298,7,1,397
104906,652,2,1,465
104907,2500,7,1,478
104908,7500,17,1,462
104909,1561,6,1,429
104910,11000,22,1,443
104911,3000,8,1,530
104912,1200,5,1,546
104913,1500,3,1,614
104914,15000,28,1,513
104919,1600,6,0,481
104922,1671,6,1,358
104923,3000,8,1,484
104924,600,4,1,398
104926,7000,14,1,454
104927,3000,8,1,510
104929,6000,14,1,451
104934,4000,10,1,465
104938,600,4,0,397
104941,500,4,1,585
104942,1200,3,1,472
104945,5000,10,1,526
104946,1663,4,1,504
104947,500,4,1,636
104948,6600,14,1,546
104949,8650,20,1,456
104950,4564,9,1,402
104951,9000,21,1,566
104952,9905,19,1,415
104960,1530,6,1,423
104963,5000,10,1,562
104964,5000,10,1,354
104967,9000,19,1,384
104968,4000,10,1,361
104971,5000,12,1,486
104972,1000,4,1,626
104974,6250,12,1,492
104975,6638,15,1,361
104976,5450,13,1,572
104977,3000,6,1,535
104978,2223,5,1,509
104980,5000,12,0,451
104981,5000,10,1,589
104982,7400,17,1,485
104983,4300,11,1,629
104984,4415,9,1,462
104987,10000,19,1,530
104988,3500,7,1,532
104989,15000,26,1,394
104990,10100,21,1,412
104991,9200,18,1,513
104992,3000,8,1,612
104993,4000,8,1,406
104994,1000,2,1,446
104995,3000,6,1,604
104996,5000,12,1,551
104997,1672,6,1,468
104998,8000,16,1,471
104999,2000,6,1,584
105000,4000,10,1,359
105001,5000,12,1,385
105002,5000,12,0,374
105003,3318,9,1,567
105004,3500,9,1,542
105005,5200,12,1,412
105011,2400,7,1,358
105014,4400,11,0,371
105016,2000,6,1,433
105018,3000,6,1,453
105019,3000,6,1,388
105027,4000,10,1,575
105028,8500,17,1,474
105030,4500,11,1,599
105031,5000,12,1,361
105032,5000,12,1,505
105033,33800,35,1,473
105034,24300,31,1,382
105035,3800,10,0,421
105036,1500,5,1,584
105040,2000,6,0,622
105043,1600,6,1,384
105044,5000,12,1,493
105045,6200,12,1,531
105046,3500,7,1,403
105047,12200,24,1,365
105048,3700,10,1,467
105049,5000,12,1,482
105050,5700,11,1,478
105051,10000,21,1,541
105052,7625,16,1,510
105054,3000,6,1,462
105055,3000,6,1,383
105059,2500,7,0,563
105061,10000,21,0,416
105062,5900,12,1,433
105063,2000,6,1,485
105066,24300,33,1,539
105067,10800,22,1,468
105068,3700,10,1,489
105069,2500,7,1,443
105070,2000,6,1,378
105076,6000,12,1,371
105077,7500,17,1,372
105079,9200,20,1,454
105080,10000,21,1,417
105082,10000,21,1,368
105085,1700,4,1,436
105086,500,4,1,454
105087,10000,20,1,433
105088,2000,4,1,436
105089,1200,3,1,391
105092,11000,20,1,350
105093,5350,11,1,543
105094,3000,8,1,612
105095,2500,7,0,437
105097,2400,5,1,394
105099,2000,4,1,391
105100,2000,6,1,457
105102,5000,12,1,416
105103,3500,7,1,402
105104,8500,19,1,424
105105,7500,17,1,364
105107,5000,12,1,506
105109,500,4,1,623
105110,760,4,1,359
105111,1500,3,1,365
105112,5000,10,1,405
105113,2000,4,1,437
105114,3000,8,0,383
105115,3000,8,1,449
105116,1750,6,1,379
105117,10500,20,1,433
105120,667,2,1,515
105122,3000,6,1,510
105124,3000,8,1,397
105125,3000,8,1,490
105126,1400,5,1,565
105127,6350,13,1,505
105129,10000,19,1,433
105130,2777,8,1,449
105131,7750,17,1,452
105132,1100,5,1,474
105133,2000,4,1,488
105134,5750,13,1,581
105135,1800,4,1,364
105140,12700,23,1,485
105141,750,4,1,677
105142,5600,13,1,386
105143,3500,9,1,474
105144,1500,5,0,544
105145,600,4,1,659
105148,779,2,1,587
105150,500,4,1,698
105151,1035,3,1,546
105152,1000,4,0,472
105153,1000,4,1,604
105154,3000,6,1,359
105157,3000,8,1,490
105159,5000,10,1,511
105160,5000,10,1,473
105163,24300,33,1,376
105171,55600,40,1,438
105172,4200,9,1,364
105173,3000,8,1,430
105174,5000,10,1,355
105175,5000,10,1,429
105176,5000,12,1,432
105181,2000,4,1,478
105182,17760,29,1,351
105184,114000,54,1,382
105185,18200,30,1,382
105186,142500,58,1,361
105187,10000,21,1,384
105188,5000,13,1,502
105189,1750,4,1,423
105192,10000,23,1,385
105194,33800,34,0,465
105196,4700,11,1,581
105197,18200,31,1,534
105198,865,2,1,450
105200,3000,8,1,564
105202,10000,19,1,454
105203,4500,9,1,474
105205,3000,8,1,471
105206,3000,8,0,560
105210,7000,16,1,505
105211,3312,7,1,532
105214,1300,5,1,474
105215,1500,3,1,480
105218,4548,11,1,432
105219,2650,8,1,385
105220,10000,21,1,474
105221,7000,15,1,436
105223,9000,18,1,416
105224,1300,5,1,508
105225,3000,8,1,535
105227,1000,2,1,632
105229,5000,12,1,385
105230,2229,7,1,361
105232,3421,9,1,354
105233,1672,4,1,485
105234,1500,5,1,391
105236,7395,18,1,413
105238,5000,10,1,584
105239,9000,21,1,461
105240,11300,21,1,561
105242,8650,17,1,467
105243,1193,3,1,498
105244,4700,12,0,395
105245,7000,14,1,508
105247,3730,8,1,405
105248,10000,21,1,388
105250,10000,20,1,433
105252,24300,34,1,370
105260,7200,15,1,453
105261,3000,6,1,378
105266,24300,30,1,371
105271,7000,16,1,481
105273,1200,5,1,377
105274,1000,4,1,367
105278,9200,18,1,444
105279,4700,11,1,415
105280,6690,15,1,438
105282,5000,12,1,418
105283,4700,11,1,433
105285,4000,10,1,353
105286,1050,5,1,538
105288,2100,7,1,542
105291,4000,10,1,525
105293,14600,24,1,495
105295,6500,15,1,474
105296,4000,10,1,416
105297,2500,7,1,496
105299,8000,18,1,474
105300,3000,8,1,512
105301,7600,15,1,385
105302,3308,9,1,422
105304,13400,24,1,562
105305,2500,7,1,411
105307,4600,10,1,511
105310,1500,5,1,399
105312,1500,5,1,474
105313,5700,11,1,432
105314,2500,7,1,394
105315,2500,5,1,454
105316,5000,10,1,393
105320,10000,19,1,405
105323,3000,8,0,595
105324,7500,17,1,470
105325,5400,11,1,567
105326,4000,10,1,582
105328,4550,11,1,582
105329,4000,10,1,450
105332,4500,9,1,384
105333,2900,8,1,357
105334,6200,14,1,582
105335,2000,6,1,596
105337,5500,13,1,398
105340,1900,6,1,562
105341,543,4,1,519
105342,5495,13,1,411
105343,6500,15,0,476
105346,10000,21,1,405
105347,6200,12,1,491
105351,6000,14,1,452
105352,3000,6,1,517
105353,11000,20,1,379
105354,1113,5,1,377
105355,1000,4,1,512
105356,7000,16,1,465
105358,3000,8,1,416
105359,5000,12,1,505
105360,8000,19,1,405
105361,4548,9,1,381
105362,5800,14,1,546
105363,4500,11,1,485
105364,4000,8,1,541
105365,3000,6,1,567
105366,10500,22,1,433
105367,4000,8,1,507
105368,5000,12,1,461
105371,11000,20,1,384
105377,2500,7,1,433
105379,1500,3,1,492
105380,10000,21,1,385
105381,3000,8,1,501
105382,1100,3,1,538
105383,1900,4,1,424
105384,6000,12,1,454
105385,5700,13,1,491
105387,760,4,1,395
105391,3000,6,1,423
105392,2000,6,1,388
105394,1084,5,1,421
105395,5950,12,1,453
105396,8000,16,1,405
105398,15000,26,1,402
105399,14000,23,1,443
105404,760,4,1,450
105405,3560,7,1,364
105407,1084,5,0,362
105408,1084,3,1,493
105411,3500,9,1,462
105413,1600,6,1,472
105414,2000,6,1,474
105416,2500,7,1,365
105417,2000,6,1,526
105418,6500,15,0,364
105420,5000,10,1,417
105422,3500,9,1,546
105423,8000,18,1,433
105424,760,4,1,604
105425,1115,3,1,529
105426,10000,21,1,505
105427,4000,8,1,532
105429,2000,4,1,405
105432,7000,16,1,605
105433,6000,14,1,356
105434,2000,6,1,551
105435,8000,16,1,356
105438,3200,9,1,545
105439,7550,17,1,468
105440,1000,4,1,746
105441,815,4,1,655
105442,6000,14,1,467
105445,1500,5,1,484
105446,7500,17,1,399
105451,7000,17,0,451
105455,8150,18,1,361
105456,2000,6,1,379
105457,24300,30,1,369
105463,4520,11,1,425
105469,6000,14,1,385
105470,6000,14,1,433
105471,10000,21,0,355
105477,48600,38,0,353
105479,4500,11,1,670
105481,3200,9,1,579
105484,4000,8,1,437
105486,6500,13,1,385
105487,20700,32,1,463
105488,5000,13,1,503
105489,10000,21,1,523
105490,18200,31,1,428
105492,8500,17,1,384
105493,50800,38,0,395
105494,3083,8,1,510
105495,4000,10,1,436
105496,47150,39,1,451
105497,1430,5,1,570
105498,3000,6,1,527
105499,9700,21,1,407
105500,7050,16,1,479
105502,3500,9,0,472
105503,2000,6,1,471
105504,109700,52,1,403
105505,18200,29,1,523
105506,4200,11,1,433
105507,4600,9,1,482
105509,10000,21,1,453
105510,3500,9,1,369
105511,18400,30,1,467
105513,6500,16,1,543
105514,4300,11,1,405
105515,7000,14,1,405
105516,1000,4,1,550
105518,4000,8,1,385
105521,4500,11,1,430
105522,1000,2,1,405
105523,3800,8,1,362
105524,9200,20,1,453
105525,7000,16,1,416
105527,3000,8,1,651
105530,3600,9,1,582
105531,3250,9,1,592
105532,2700,8,1,495
105533,2000,6,0,389
105537,9000,18,1,363
105539,1667,6,1,529
105540,7000,14,1,560
105541,5600,11,1,433
105542,3500,9,1,381
105543,3405,9,0,360
105545,4750,12,1,384
105546,6500,13,1,485
105548,3000,8,1,481
105549,4600,11,0,560
105550,3600,7,1,513
105551,5000,12,1,465
105555,10000,22,1,413
105561,10000,19,1,505
105563,7000,14,1,433
105565,6500,15,1,409
105566,10000,21,1,560
105568,9200,18,1,428
105569,4500,11,1,374
105570,6225,12,1,360
105572,3500,9,1,512
105573,4000,11,1,505
105575,7570,16,1,401
105576,2500,7,1,384
105578,3500,9,1,416
105579,1000,2,1,442
105580,10000,21,1,365
105582,8000,18,1,411
105584,9550,22,1,384
105585,10000,19,1,453
105586,10000,20,1,441
105587,6000,12,1,384
105588,8000,16,1,421
105589,6000,14,1,451
105590,10000,21,1,461
105591,1000,2,1,592
105594,1500,5,1,421
105596,7850,17,1,351
105597,3644,7,1,450
105599,4000,10,1,561
105600,12500,23,1,581
105601,7376,17,0,402
105604,2550,5,1,415
105605,5000,12,1,418
105608,4000,8,1,558
105609,6800,15,1,442
105610,4000,10,1,411
105612,13500,25,1,453
105614,1500,5,1,576
105616,2000,4,1,452
105619,784,2,1,434
105620,2000,6,1,433
105621,1860,6,1,433
105622,6000,12,1,385
105624,5850,12,1,357
105627,7500,18,0,442
105629,5000,10,1,505
105630,3050,8,1,430
105631,3000,8,1,419
105633,5000,12,1,398
105634,7000,16,0,462
105636,5000,12,0,407
105638,10600,23,1,405
105641,7500,15,1,384
105642,4000,10,1,505
105643,7500,18,1,543
105644,1000,2,1,643
105645,6000,14,0,453
105646,7000,14,1,371
105647,5300,13,1,434
105648,5500,13,1,353
105650,3000,8,0,464
105651,2000,6,1,601
105652,4600,11,1,488
105655,6000,14,1,560
105656,500,4,0,578
105657,1000,4,1,541
105660,2898,8,1,509
