ClientId,LoanAmount0,LoanPeriod0,Good,PredictedGood0,OptimizedLoanAmount,OptimizedLoanPeriod,OptimizedPredictedGood
102730,6168,13,1,311,6161.031377,13.657302657,350.0026471022228
102732,8589,18,1,233,8567.8569058,19.971736174,350.0037326170593
102734,1000,4,1,310,998.00941317,4.6763137607,350.00102932061066
102746,7500,17,1,295,7491.4980514,17.927500664,350.0021683677213
102747,685,4,1,221,681.98564479,6.1824991198,350.00000430041393
102748,8500,17,1,254,8480.9599917,18.617139898,350.00437325352675
102749,13500,23,1,286,13482.54058,24.076064722,350.0024196619347
102750,760,2,1,281,752.07929003,3.1647093531,350.00000058251925
102754,4850,12,1,80,4814.9515352,16.555839813,350.000000144762
102759,2000,6,1,280,1993.8126025,7.1824264439,350.0031850312025
102760,1400,5,1,281,1395.6938934,6.166323499,350.00484810946534
102766,6600,15,1,232,6581.8564328,16.989931334,350.0034537910068
102768,71300,43,0,111,70803.299077,46.835837527,350.027002865289
102769,2000,6,1,329,1998.1434889,6.354781761,350.004142532915
102771,11600,23,0,-452,11438.179644,36.508069193,350.00000023623375
102772,4600,11,0,-441,4490.102076,24.343864241,350.0000440625929
102774,18400,28,1,147,18330.707464,31.407119607,350.0002413659777
102775,45000,36,1,329,44974.608645,36.34504419,350.0181957425443
102776,3000,6,1,327,2995.4381647,6.3874539627,350.00189048562436
102777,3000,8,1,168,2979.6523343,11.072362744,350.000000086936
102779,4700,11,0,-435,4586.1595179,24.24062204,350.00003816152173
102780,4700,9,1,253,4679.0236653,10.633206707,350.0019535476358
102783,2000,6,1,324,1997.7016331,6.4392207386,350.0031828664836
102784,700,2,1,339,698.92831744,2.1857592758,350.0000000498727
102785,5000,12,0,-556,4875.0320361,27.284254605,350.00005931419287
102787,9200,20,0,214,9177.1531942,22.292611256,350.0011148777901
102788,5000,10,1,322,4994.4465698,10.471673796,350.00175002486026
102790,850,4,0,-205,830.0374801,13.386857171,350.00000424673794
102794,6000,14,1,332,5997.37324,14.303664776,350.00384701523944
102797,10000,21,1,327,9995.8602234,21.38764656,350.0026999870163
102798,2000,6,1,306,1996.1107895,6.7432322917,350.0015771802125
102802,24300,33,0,-271,24034.415326,43.400206681,350.0105027198124
102806,17400,29,0,-338,17203.943409,40.563864898,350.0092302190242
102807,18200,31,0,-328,18014.956612,42.399263035,350.01012225981094
102811,542,4,0,-277,532.8254436,14.610281799,349.999999994081
102814,33800,35,0,-406,33248.166059,47.564192921,350.00861447206944
102818,45000,36,1,326,44970.984266,36.394293491,350.01819716799173
102825,542,4,0,-324,532.13771881,15.405629879,350.00000011678696
102826,1438,5,0,-378,1390.0718888,17.303634437,350.0000024431117
102827,2500,7,0,106,2475.2504406,11.120064096,350.0000022100718
102828,4000,10,0,223,3983.8511908,12.143107052,350.0019005451662
102830,1500,5,0,-492,1439.6925193,19.228236597,350.0000077120567
102833,542,4,0,-294,532.57669167,14.897960891,350.0000000034885
102838,1113,5,0,-284,1087.9788035,15.722064579,350.0000011730075
102839,5500,11,1,290,5488.0998334,12.010726299,350.0035562249377
102845,1084,5,0,-317,1059.029063,16.280726442,350.00000153705116
102852,2226,7,0,-294,2174.1841769,17.879992414,349.999999981286
102853,543,4,0,326,542.64747511,4.4061929534,350.0034459815703
102854,4500,11,0,-375,4403.5890288,23.232299397,350.0000256666709
102862,760,4,1,326,759.30975301,4.4059922688,350.00004710853693
102870,7021,14,1,73,6965.7356679,18.665825326,350.00323091414657
102876,3000,8,1,164,2979.2051328,11.1398872,350.00000009544306
102878,11500,23,1,319,11493.851572,23.522209165,350.00187169332116
102882,5519,11,1,314,5511.8106476,11.606421804,350.00254137423906
102884,2600,8,0,-247,2549.8328143,18.085052363,350.00004338954534
102890,3418,9,0,238,3405.1579361,10.890592164,350.0025527331833
102893,2500,7,0,-364,2427.5771086,19.056253024,350.00000001529486
102894,1109,5,0,75,1098.2248529,9.6507710839,350.000016844867
102896,2230,7,0,-268,2180.0976189,17.440662403,350.0000000152112
102897,5000,10,1,323,4994.6448795,10.454830608,350.00182434635076
102898,10000,21,1,326,9995.6802744,21.404496891,350.0025878972724
102902,4561,11,1,147,4533.2707142,14.424758459,350.00153310281803
102903,1663,6,0,272,1658.2299869,7.3184596445,350.00344586241135
102904,2787,8,0,-518,2703.216038,22.658426776,350.00000002048375
102907,3000,6,1,282,2986.5134477,7.1454757109,350.00319019936626
102909,1000,4,0,-413,962.02820318,16.900352033,350.0000000157652
102911,815,4,1,116,807.26163108,7.9579893996,350.00000000187606
102918,4713,12,0,343,4712.1404852,12.118315471,350.010649094869
102923,3800,10,1,228,3785.995125,12.059380469,350.00232574250185
102929,700,4,0,159,695.33969764,7.2313690544,350.00003289075175
102930,9700,21,1,250,9683.0616218,22.685727567,350.0033611299891
102935,9000,19,1,340,8998.2180708,19.168629319,350.00588301158723
102936,71300,44,1,251,71103.066188,45.592454497,350.000303201105
102938,6000,14,1,291,5991.3916112,14.995166801,350.0020056939884
102940,10000,21,1,230,9978.4030819,23.022324359,350.0034394868276
102941,600,4,0,-433,585.96063948,17.249066061,350.0000000864545
102943,2300,7,0,-411,2234.6406977,19.854886573,350.00000012499993
102945,24300,30,1,274,24260.759164,31.269955906,350.00132256857955
102953,122600,54,1,343,122573.5139,54.107507272,350.01383168752136
102954,1000,4,0,28,983.97520503,9.4441852615,349.9999999983379
102957,500,4,0,-192,493.25033907,13.172386976,350.00000001677984
102964,4700,9,1,262,4680.9698107,10.481681979,350.00236080015213
102967,2000,6,0,241,1990.3657062,7.8411230913,350.00000010758174
102971,3600,9,0,-327,3513.9169097,20.424109375,350.0000542767574
102972,4500,11,0,274,4489.8928315,12.282363117,350.00478565040817
102980,8000,18,0,-334,7892.7048577,29.533617141,350.00000628589555
102984,5000,12,0,-284,4912.5494972,22.695603421,350.0000074429422
102986,700,4,1,349,699.97536793,4.0170783551,350.0094688834208
102989,500,4,0,193,498.04483989,6.6569460429,350.00000000764726
102991,5000,12,0,239,4984.6889736,13.872616071,350.0024878852778
102994,5100,12,1,347,5099.5668646,12.050917433,350.01863819555956
102999,5500,13,1,344,5499.1452881,13.101391509,350.01079700380603
103000,3000,8,0,147,2977.3045267,11.426866137,350.0000000656405
103001,1200,3,1,344,1199.2373226,3.1012516302,350.0002297064059
103005,1500,3,1,305,1491.0753849,3.7580433589,350.0025737490446
103006,500,4,0,-469,489.80080039,17.860119814,350.0000003798882
103021,1084,5,0,291,1081.7911939,5.997864017,350.001101366688
103027,4000,10,1,305,3994.2776709,10.759404808,350.0028176729023
103034,9000,18,1,325,8995.0414479,18.421148546,350.0022291027751
103039,2000,6,0,-313,1941.3987456,17.198757876,350.00000007273275
103040,500,4,0,-52,494.99390182,10.803135857,350.0000049555882
103041,1000,2,1,287,987.50594803,3.0612000412,350.00000962342745
103050,500,4,0,-426,490.33628952,17.132421217,350.00000043589
103056,45750,37,0,-134,45177.512644,44.950740552,350.0000032131152
103057,8500,17,1,205,8471.2424967,19.44248428,350.002403562709
103058,2500,7,1,267,2491.5808808,8.401564615,350.00398762248574
103059,8000,18,0,215,7978.8231788,20.276388484,350.0009902677182
103061,32300,33,1,181,32173.337715,35.807311538,350.0048317563833
103062,4700,10,1,168,4668.0880537,13.067487299,350.00154700286555
103063,33800,32,1,259,33720.8195,33.506972164,350.0023590255396
103064,500,4,0,74,496.56290483,8.6708096098,350.0000003117377
103065,2600,8,1,347,2599.7453834,8.0511849984,350.0299740176806
103066,5000,12,1,330,4997.2408191,12.337460635,350.0035506873228
103067,3500,9,1,339,3498.6768368,9.1857731587,350.00711676932997
103068,10000,21,1,163,9966.3452709,24.151412789,350.0028275150605
103070,5000,10,1,182,4966.6814708,12.829892548,350.00157450628535
103071,1500,5,0,-519,1437.758663,19.684486453,350.0000074516447
103072,2000,6,1,243,1990.5424823,7.8073410164,350.00000011395684
103073,1000,4,0,87,986.91188684,8.4466489332,350.0000311331636
103074,2000,6,0,-538,1921.5114762,20.999241364,350.00000195537564
103075,1500,5,0,279,1494.9145984,6.1998340411,350.00389412924596
103077,1000,4,0,120,988.55416986,7.8887045649,350.0000363345167
103081,1000,4,0,198,992.43550267,6.5699260039,350.00000242321016
103083,500,4,0,272,499.0286497,5.3200118211,350.00002421886165
103084,24300,33,1,171,24223.446087,35.99780353,350.0029449078347
103085,9905,22,1,308,9898.2393628,22.708181328,350.00294301229997
103087,2000,6,0,-469,1927.6102225,19.833759742,350.00000066340044
103088,1200,5,0,160,1191.2848507,8.2127214054,350.0000056379829
103091,4000,10,1,306,3994.404816,10.742531504,350.00289481819266
103092,6500,15,1,291,6491.1999695,15.99508555,350.00200440530773
103093,16200,27,1,-42,16088.293669,33.588650308,350.00150485445874
103094,2370,7,0,-556,2287.3896924,22.302207311,350.0000005065589
103097,58000,41,1,174,57729.983834,43.86498285,350.0009168743027
103100,5000,12,1,320,4995.861645,12.506140014,350.00230656859594
103101,4100,10,1,181,4077.4265626,12.85137369,350.00146991816996
103102,3500,9,1,343,3499.1572141,9.1183278453,350.0109612072081
103103,1000,4,1,248,994.92382272,5.7245555806,350.0000000506609
103104,5000,12,0,259,4987.4475328,13.535225256,350.003077169411
103105,7200,16,1,-181,7114.6181354,24.952844442,350.00000016805916
103106,7200,16,1,-181,7114.6181354,24.952844442,350.00000016805916
103107,1500,3,1,328,1495.6368035,3.3705858779,350.0004858639246
103108,4500,11,1,340,4498.6692311,11.168843169,350.0072192994663
103109,8000,19,1,340,7998.5905739,19.168806826,350.00704188350073
103110,5000,10,1,305,4991.0750233,10.758031977,350.0019104515718
103113,46400,36,1,343,46391.013637,36.114859525,350.0099814080518
103115,66700,42,1,260,66527.708998,43.45054095,350.0001776601921
103124,7000,14,1,323,6994.6448522,14.454832919,350.0019615452252
103125,5000,12,0,-527,4879.0318462,26.795023147,350.00004343628825
103129,6000,14,1,315,5994.8932217,14.590365559,350.0019233334599
103130,3500,9,0,216,3483.8918239,11.261625904,350.00202565032134
103136,4500,11,1,40,4458.7759176,16.230362282,350.0000000767094
103141,157900,53,1,166,156792.21238,55.645309201,350.0006720919232
103142,157900,60,1,38,145438.14987,59.999624492,350.0004407729584
103150,651,4,0,-349,636.24675047,15.826769334,350.0000000187787
103157,542,4,0,-357,531.65484746,15.964065763,350.0000001061601
103158,6000,12,1,317,5993.4549934,12.55589212,350.0015199435593
103165,3638,9,1,313,3633.195518,9.6243478781,350.00175702403226
103167,6000,13,1,233,5980.2138905,14.972267167,350.0011229315836
103172,1000,4,0,138,989.44960456,7.5843706688,350.0000123889894
103174,2500,7,1,-84,2455.9784432,14.328311157,350.00002424515867
103182,1200,3,1,337,1198.346986,3.2193698771,350.0000001076651
103188,2500,5,1,274,2484.9271335,6.2802186246,350.00243852206347
103192,1733,4,1,326,1729.4216134,4.404791809,350.0014474719628
103195,5500,14,1,248,5487.487499,15.721453505,350.00294667859293
103203,11000,20,1,268,10980.342272,21.379838881,350.0020004687492
103204,11000,22,1,344,10998.808386,22.101208275,350.00840844080835
103207,1000,2,1,284,986.91058948,3.1117330347,349.9999999989555
103213,4500,11,1,344,4499.2005891,11.101426403,350.0114736223012
103215,12880,24,1,274,12862.648194,25.279251314,350.00235817868406
103218,7500,18,1,115,7467.5852442,21.964483589,350.0014775432744
103219,5000,10,1,275,4985.1251326,11.263378927,350.00272680524324
103222,5000,12,1,255,4986.8958173,13.602702597,350.00291084706214
103223,8000,19,1,95,7964.0848997,23.301560992,350.00094738193275
103224,1800,6,0,-524,1737.4002951,20.768976969,350.00000187128535
103225,1000,4,0,93,987.21048426,8.3452045013,350.0000319893693
103249,1115,5,0,-244,1091.473176,15.045557905,350.00000040970144
103250,6000,14,1,322,5995.9144452,14.472307728,350.00244464283287
103251,6000,12,1,291,5988.2981589,12.993881681,350.0035456779019
103254,9400,21,0,-412,9278.762596,33.848130602,350.0000001365895
103255,39950,34,1,260,39853.588511,35.482769014,350.0040645905658
103256,4400,11,1,119,4370.6276176,14.898076467,350.00250215808603
103257,85500,46,0,-614,80028.534151,59.999942009,350.00000323682434
103260,4500,11,1,271,4489.4939202,12.332975496,350.004546793402
103263,42000,34,1,200,41822.907576,36.464221863,350.00052879184545
103264,10000,19,1,319,9993.1910385,19.521925499,350.00165357008746
103265,33350,34,1,-352,32821.666547,45.65995128,350.0048656723136
103266,10000,21,1,270,9985.6019763,22.348223557,350.0027272207233
103269,4700,9,1,323,4694.1609631,9.4546225418,350.0016498735944
103270,4500,11,0,-440,4394.9454329,24.328988493,350.00003520501593
103271,9200,20,0,-269,9096.014249,30.434667148,350.0000001213757
103275,10000,22,1,205,9976.2125817,24.444629944,350.0047100570796
103276,2000,6,1,257,1991.7799145,7.5708664929,350.00000021835945
103280,5890,12,1,305,5881.3976882,12.758171618,350.00208036426307
103284,5500,13,1,289,5491.325762,14.028994598,350.0019291694763
103285,1750,4,1,349,1749.8411149,4.017629562,350.0453912205536
103294,9777,21,1,236,9757.3837858,22.921600048,350.0038623431776
103301,4400,12,1,322,4397.0064744,12.472781598,350.0030946047634
103305,6000,12,1,266,5983.340299,13.414971364,350.00228029564005
103307,3500,9,1,152,3476.1984511,12.341754808,350.00000006455934
103309,3411,9,1,254,3400.0373225,10.620544047,350.0032210171953
103315,5500,13,1,-315,5405.4395822,24.217373359,350.00000705957507
103321,2300,7,0,-413,2234.4689256,19.888670769,350.00000012490375
103324,3000,6,1,234,2976.9945018,7.9539869654,350.0018831294775
103326,540,4,1,319,539.54972056,4.524609651,350.0010016060023
103328,6500,15,1,264,6487.1728447,16.450462851,350.00287232930725
103329,5000,12,1,153,4972.8269207,15.323422037,350.0014642425522
103336,4000,8,1,173,3964.8965809,10.981465867,350.00000006834443
103345,923,4,0,-391,891.577672,16.530701052,349.9999999758094
103346,5000,12,1,323,4996.27541,12.455534628,350.0025866056119
103349,15000,26,1,-156,14866.614823,34.509311779,350.00156824358737
103350,3421,9,1,343,3420.1946752,9.118350675,350.0113718431452
103351,3317,7,1,224,3294.5445592,9.123501597,350.00167449547007
103352,540,4,0,156,537.18220524,7.2829349695,350.0000001394974
103355,5500,11,1,343,5498.610278,11.11803436,350.00731876114446
103359,3600,9,1,323,3596.5664867,9.455658231,350.00260003448943
103360,8700,19,1,211,8676.8614628,21.343285557,350.0018502809444
103361,5864,14,1,98,5828.8755862,18.251119631,350.00147925361716
103362,4600,9,1,326,4595.0270212,9.4042093999,350.0019615320341
103365,2000,6,0,218,1988.3327819,8.2296169541,350.0000000986397
103374,543,4,0,-324,533.10130639,15.405614445,350.0000001023574
103379,1516,3,1,336,1513.1642501,3.2357990721,350.00011868854506
103393,2000,6,1,331,1998.3202184,6.3210086069,350.0046706753328
103394,9000,21,1,289,8991.0997931,22.028902232,350.0021307880097
103395,4000,10,1,328,3997.2021668,10.37129774,350.00334304260514
103396,14360,26,1,295,14346.704511,26.925470483,350.00226331843373
103398,24300,32,0,-454,23934.574851,45.455733162,350.0063104675214
103401,3000,8,1,275,2991.6145652,9.2661599665,350.00452441539176
103402,5000,12,1,347,4999.5835523,12.050933506,350.01916982898206
103403,4000,9,1,302,3992.4701906,9.8094117222,350.00208088454826
103404,27900,34,1,285,27865.546363,35.086429942,350.040218713021
103408,3500,9,1,347,3499.6366836,9.0510099777,350.02235684970947
103411,29000,33,1,238,28932.087962,34.867235433,350.0016790081195
103412,1000,4,1,216,993.33129867,6.265592689,350.0000037640027
103416,5300,13,1,149,5273.4526798,16.391399349,350.00135031845923
103419,10000,19,1,233,9974.3023905,20.969791989,350.0029227566779
103420,7000,15,1,323,6995.3320372,15.455128746,350.0022307364428
103425,106900,54,1,280,106697.1034,55.099031641,350.0021389566141
103429,24300,30,1,239,24242.68755,31.854809744,350.0022741543901
103437,1500,5,1,295,1496.0603775,5.9295189817,350.0071618244159
103438,5000,10,1,181,4966.4831491,12.846736663,350.001555244973
103439,2000,6,1,334,1998.5852909,6.2703530582,350.0057104991165
103440,7708,15,1,150,7666.1161396,18.367968239,350.0012281722835
103442,3500,9,1,291,3492.9073779,9.9958094544,350.00201638906674
103443,5000,12,0,-599,4869.1016591,28.009667137,350.00009531002934
103444,750,4,0,139,744.09024873,7.5694091992,350.00001535452043
103445,1200,5,0,59,1186.6524447,9.9205371539,350.0000395245511
103447,1500,5,1,161,1486.462987,8.1937490416,350.0000015803073
103448,1100,5,1,168,1092.9839058,8.0780134914,350.00000198447776
103449,3000,8,1,339,2998.7693555,8.185819306,350.0075262772723
103450,6000,14,1,349,5999.7653874,14.027162571,350.6104209579589
103452,3000,6,1,347,2999.4017632,6.0508107839,350.01647206895314
103454,1000,4,0,235,994.27686106,5.9443519887,350.0000064201738
103455,4700,11,1,137,4669.1108449,14.592723226,350.0026608922167
103456,4000,10,1,328,3997.2021668,10.37129774,350.00334304260514
103457,1500,5,1,291,1495.7739522,5.9970930293,350.0060657557369
103458,71300,43,1,245,71081.814184,44.685019184,350.00039442357365
103459,2000,6,1,154,1982.675949,9.3106433544,350.00000004379945
103460,1000,4,1,299,997.46199161,4.8622905905,350.00075414908815
103462,1000,4,1,333,999.15395447,4.287477361,350.0030385334002
103463,800,2,1,318,795.93124618,2.5399874909,350.00000113735825
103471,43500,38,1,130,0.0,0.0,0.0
103478,3000,8,1,349,2999.8299156,8.0257099877,350.52299832406914
103479,500,4,0,-286,492.07973366,14.763169957,350.0000000153342
103484,8000,18,1,337,7997.9599657,18.219292088,350.00509525383654
103492,4700,11,0,293,4691.7335646,11.961453692,350.00194390557624
103496,2100,7,1,187,2088.3252212,9.7543972998,350.00000008547147
103513,9000,21,1,129,8967.7560166,24.727547854,350.00094024354644
103514,10000,22,0,-521,9857.116072,36.684162335,350.0000085987863
103520,8500,17,1,309,8491.868222,17.690662605,350.00240840483696
103521,2523,7,1,332,2521.1400712,7.304003545,350.0046586755699
103530,4509,9,1,238,4486.6989389,10.886566873,350.00160736163843
103531,5000,12,1,337,4998.2060965,12.21940273,350.0054684164779
103536,1500,3,1,326,1495.2401434,3.4042752178,350.0005133234217
103537,8000,17,1,270,7985.9372915,18.348364421,350.00265263736435
103538,5858,14,1,195,5836.4393894,16.614808185,350.0017192866319
103539,2313,7,1,263,2305.4432751,8.4696498285,350.00432272727153
103540,2500,7,1,198,2484.5822416,9.5665972837,350.00000007902656
103541,1000,4,0,-425,961.43100586,17.103240924,349.99999997220607
103546,3000,6,1,337,2997.4210361,6.2190413041,350.00377479518454
103551,8000,18,1,344,7999.0572559,18.101339631,350.009936638103
103553,6000,14,1,326,5996.4979825,14.404848302,350.0028724781598
103563,4500,10,1,341,4498.5517514,10.151858334,350.0068330595624
103564,11064,23,0,127,11023.04724,26.757813885,350.0068667437413
103565,4000,10,1,158,3975.5865675,13.239968919,350.0026272057537
103566,4500,9,1,312,4492.4632228,9.6401269945,350.0022723953797
103570,3000,6,1,308,2991.6700491,6.7074945451,350.00166622246627
103571,4500,11,0,65,4462.1004404,15.808558872,350.0000000603492
103572,15000,28,1,348,14999.331398,28.049619314,350.9478514103773
103578,2000,6,0,53,1973.7487775,11.01663826,350.0000064569954
103580,7000,16,1,256,6985.7098338,17.585264042,350.0024759112064
103581,1000,4,1,329,998.95492139,4.3550948751,350.00232197048297
103582,139300,58,1,122,134912.46407,59.99999893,350.0000010129447
103583,50800,40,1,160,50563.292948,43.116193703,350.0064365966309
103584,58000,40,0,-491,56647.071244,53.663417981,350.00000130695025
103585,2000,4,1,262,1982.5474527,5.4823107137,350.0000000423936
103587,4000,10,0,-425,3901.4557852,23.077820826,350.0000577594474
103589,58000,42,0,194,57771.515873,44.544011857,350.0006382898064
103592,5000,12,1,314,4995.0340959,12.607353091,350.0018831336931
103593,500,4,0,-89,494.53313441,11.429295111,350.0000046202307
103612,65300,39,1,212,65007.903239,41.212330935,350.00033917233486
103613,2000,6,1,287,1994.4314392,7.0641628399,350.0016259750995
103615,1500,5,1,271,1494.3416572,6.3350042357,350.00300971552247
103616,87700,48,1,158,87220.861688,51.047335183,350.00887665974506
103618,6000,14,1,-84,5936.6794276,21.320130674,350.0000000886414
103619,1500,5,0,159,1486.3197381,8.2275453265,350.0000015250574
103620,12200,23,1,288,12186.16935,24.043756148,350.0030304702377
103623,2500,7,1,327,2497.6666905,7.3884266951,350.00355337505573
103624,20735,30,1,288,20711.609157,31.03968249,350.0017617278843
103626,399,4,1,173,397.59618252,6.9957497716,350.0000002533627
103628,4700,11,0,-321,4602.6914977,22.317779714,350.00001576388115
103629,3300,9,1,323,3297.1133822,9.4558971845,350.0030221960599
103631,10000,22,1,326,9996.062438,22.404662729,350.0028155765426
103633,5000,11,1,344,4999.0141269,11.101318076,350.0097432153731
103636,3393,9,1,203,3376.3900745,11.481479763,350.00178990046015
103640,6900,16,1,325,6896.3065227,16.421694225,350.00278820917106
103642,5000,12,0,345,4999.3085441,12.084568284,350.0129282615744
103643,4000,9,1,254,3984.9405036,10.618812796,350.00352968241475
103645,10000,20,1,250,9980.1667817,21.684510145,350.00392727117014
103647,5000,12,1,282,4990.6198442,13.147236974,350.0044146020075
103653,6000,12,1,339,5997.8174814,12.185369561,350.0047921916016
103656,4600,11,1,283,4590.6905829,12.130351306,350.00517369762133
103666,500,4,1,303,499.41469806,4.7953952469,350.0002218780843
103667,378,4,0,89,376.14209525,8.4175514443,350.0000005408698
103669,2500,5,1,205,2471.2429617,7.4424438238,350.0000020923593
103670,1500,3,1,319,1493.8518552,3.5221864212,350.0005210813446
103671,4200,9,1,307,4192.5660721,9.7248118022,350.0021959485824
103674,800,2,1,301,793.76940866,2.8268556837,350.00000000049863
103675,8000,18,1,340,7998.4303444,18.168729056,350.00645971859035
103680,8000,18,1,305,7992.9406857,18.75883612,350.0026998883311
103681,2500,7,0,216,2486.4080288,9.2626581325,350.00000011740906
103682,7000,17,1,169,6975.6157731,20.053741482,350.0010737238373
103684,7225,14,1,326,7219.9305093,14.40417099,350.0021090702246
103685,6500,15,0,347,6499.5499476,15.050890823,350.01748986201744
103687,1400,5,1,323,1398.3148527,5.456400588,350.0026765440922
103688,3000,8,1,302,2994.6332892,8.8103382655,350.00265347372283
103691,4686,11,1,295,4678.0708679,11.92774132,350.0020420834645
103695,1000,4,0,-481,958.64408505,18.050055752,349.99999996541953
103696,1500,3,1,212,1472.6312399,5.3245327435,350.0000018565786
103700,1000,4,0,-456,959.88824615,17.627370561,349.99999997206487
103701,4666,11,1,321,4661.8544974,11.489207984,350.0022771041731
103703,2500,7,0,-202,2444.0091931,16.320800657,350.00000000200237
103715,12000,23,1,291,11987.264157,23.993439272,350.0033012786648
103717,1448,5,0,-303,1404.4105055,16.03583575,350.0000007208423
103718,1671,6,0,321,1669.2093035,6.4902225925,350.00325186275495
103722,543,4,0,-373,532.3816684,16.234805999,350.00000007463484
103730,8500,18,1,337,8497.6982397,18.219173324,350.0046327847722
103731,650,4,1,283,648.59022194,5.1336120745,350.00000077867776
103734,1894,6,0,193,1881.5522119,8.6524986422,350.0000000646413
103737,9300,21,1,245,9283.6456922,22.770619741,350.0034852970052
103740,600,4,1,264,598.45800133,5.4551975539,350.00000026888085
103741,543,4,1,341,542.86771131,4.1524290891,350.00759938777765
103743,3421,9,1,277,3412.6147373,10.232307959,350.0048152159769
103751,5580,13,1,325,5576.3409144,13.421707489,350.00271063266257
103752,5000,10,1,257,4981.5554765,11.566568982,350.002139560007
103753,4200,9,1,332,4196.8877376,9.3034471877,350.00314976387097
103757,5000,12,1,330,4997.2408191,12.337460635,350.0035506873228
103761,600,2,1,313,597.3498972,2.6252312899,350.00000006869124
103763,5000,12,1,112,4967.1715732,16.015068745,350.000000126641
103765,2400,5,1,325,2395.4285275,5.4213027114,350.00164417060716
103771,946,4,0,-294,917.31455303,14.889796447,349.9999999686871
103773,2230,7,0,-315,2176.302454,18.234693362,349.99999998955786
103782,5700,13,1,340,5698.4721549,13.168747291,350.00649003526985
103783,8000,18,0,297,7991.685841,18.893724779,350.0022582652007
103784,1667,6,1,195,1657.4757716,8.6198808829,350.00000390212267
103785,600,4,0,-589,583.16354035,19.888726745,350.0000004906848
103786,3500,9,0,-604,3385.3198098,25.101182252,350.0000000329478
103787,1000,4,0,-620,951.72654994,20.400185416,350.000000033804
103789,600,4,0,-580,583.3249122,19.73643863,350.00000053046836
103791,542,4,1,348,541.97038965,4.0342440803,350.0236067950341
103792,500,4,0,-587,488.33138627,19.857060201,350.0000015470746
103793,2765,8,1,89,2740.2021223,12.407828107,350.0000000498263
103795,542,4,0,268,540.80013852,5.387628756,350.0000115207938
103797,651,4,1,230,648.46725851,6.0303468023,350.0000078781319
103798,500,4,0,-587,488.33138627,19.857060201,350.0000015470746
103799,500,4,0,-588,488.31893307,19.873983425,350.00000159296314
103800,1859,6,0,-95,1825.0075124,13.518775182,349.99999998128476
103801,6400,13,1,270,6384.6156695,14.347801109,350.00246775644575
103803,4000,10,0,221,3983.5968873,12.176855287,350.00184269769477
103804,1299,5,1,198,1290.8316335,7.5696700081,350.000000058984
103805,600,4,0,64,594.87195943,8.8393779044,350.00000041861733
103806,500,4,0,-520,489.16575061,18.723204247,350.00000166392897
103807,600,4,0,180,596.95186281,6.8765532952,350.00000000574016
103808,1200,5,0,-434,1164.0386331,18.256702786,350.00000465847506
103809,800,4,0,7,789.07036858,9.8018434342,350.00000024445364
103810,4000,10,0,-474,3895.2243413,23.904675171,350.00000002688535
103813,500,4,1,281,499.14072876,5.167703084,350.0000402745279
103814,500,4,0,-548,488.81706103,19.197054496,350.0000015896528
103815,2000,6,0,53,1973.7487775,11.01663826,350.0000064569954
103816,1000,2,1,337,997.42178461,2.2189787917,350.00006332298483
103817,300,3,0,-673,291.84569385,20.314400888,349.99999997790496
103821,500,4,0,127,497.22292684,7.7738787811,350.00000037711766
103824,3000,8,0,158,2978.5343307,11.241173884,350.00000010444785
103825,600,4,0,251,598.22490848,5.675169274,350.00000012332055
103826,2000,6,0,322,1997.5248821,6.4729979961,350.0028976583237
103827,1106,5,1,239,1101.6741911,6.8772301467,350.0000000818799
103830,900,4,0,-435,868.34851306,17.275457993,350.0000000001204
103831,500,4,0,-506,489.34009541,18.486279122,350.0000016712804
103832,2000,6,0,-611,1915.0592221,22.232287171,350.0000042022366
103835,1500,5,0,-382,1447.5709808,17.36944069,350.00000242992417
103836,800,4,0,-506,772.72371592,18.479236081,350.00000000864827
103837,35562,36,1,291,35516.974902,36.97973302,350.0021115950012
103839,3308,7,1,315,3301.7958072,7.5898896789,350.0012894693149
103843,6111,12,1,193,6078.7061739,14.644110291,350.00139319392247
103844,1200,3,1,339,1198.6012958,3.1856206659,350.00000013133524
103845,1000,4,0,-353,965.01418983,15.885907574,349.99999999602085
103846,1500,5,0,-473,1441.0533812,18.907171883,350.00000786319606
103848,1000,4,0,-455,959.9380126,17.610463154,350.0000000099868
103849,1082,5,1,323,1080.992845,5.4566995196,350.003359299061
103850,1000,4,0,-417,961.82913742,16.967981663,349.99999998122087
103853,1700,6,0,-539,1643.1933077,21.025359925,350.00000229678506
103854,1840,6,1,130,1823.5358479,9.7172918946,350.00000149561345
103855,3000,6,1,236,2977.3911396,7.9202995475,350.0019697646658
103858,2300,7,0,-406,2235.0701281,19.770426083,350.0000001214843
103861,5000,12,0,-646,4862.6171718,28.802556588,350.00000001668786
103865,7000,17,0,-441,6893.437256,30.345277277,350.000007896405
103866,10000,22,0,349,9999.4941004,22.052045914,352.0871216818
103867,3000,8,0,316,2996.1985504,8.5739937593,350.0021256999611
103868,3000,8,0,111,2973.2797137,12.03458624,350.00000007061305
103869,1300,5,0,92,1286.113962,9.3616677684,350.00000463981576
103872,1000,4,0,79,986.51329368,8.5819074717,350.00000000229295
103873,5889,14,1,203,5868.3359567,16.479760673,350.0017477801475
103874,1350,5,0,-505,1300.3798903,19.452837071,350.0000081498779
103875,3000,8,0,-413,2914.6963244,20.880289959,350.00000000053944
