ClientId,Good,PredictedGood0,OptimizedClientScoreWithRoundedValues,LoanAmount0,LoanPeriod0,RoundedOptimizedLoanAmount,RoundedOptimizedLoanPeriod,Deviation,dLAmount,dLPeriod,Reject2Accept,,,,threshold
114122,0,25,404.4700673,99800,49,98800,55,0.001589736,1.0020%,12.2449%,0,0,,,
117358,1,331,392.5757961,3900,10,3800,11,0.001591716,2.5641%,10.0000%,0,0,,,
118074,1,322,383.5757961,3900,10,3800,11,0.001591716,2.5641%,10.0000%,0,0,,,
109362,0,101,403.8713354,48500,40,48200,45,0.001596935,0.6186%,12.5000%,0,0,,,
110545,1,134,375.2955393,32300,32,32100,36,0.001597006,0.6192%,12.5000%,0,0,,,
111612,1,294,353.6979292,4025,8,4000,9,0.001597221,0.6211%,12.5000%,0,0,,,
109893,0,269,388.2706672,6845,16,6800,18,0.001601397,0.6574%,12.5000%,0,0,,,
106661,1,174,353.7197432,15000,24,14900,27,0.0016025,0.6667%,12.5000%,0,0,,,
109609,1,210,389.7197432,15000,24,14900,27,0.0016025,0.6667%,12.5000%,0,0,,,
118319,0,266,385.2205907,6443,16,6400,18,0.001602587,0.6674%,12.5000%,0,0,,,
108516,1,279,398.4208966,7351,16,7300,18,0.00160582,0.6938%,12.5000%,0,0,,,
108927,1,162,403.2955393,26700,32,26500,36,0.001612999,0.7491%,12.5000%,0,0,,,
101720,1,102,407.375158,50800,40,50400,45,0.0016183,0.7874%,12.5000%,0,0,,,
105318,1,231,410.7197432,12200,24,12100,27,0.001622968,0.8197%,12.5000%,0,0,,,
100261,0,337,398.5757961,3800,10,3700,11,0.001623269,2.6316%,10.0000%,0,0,,,
113466,1,319,380.5757961,3800,10,3700,11,0.001623269,2.6316%,10.0000%,0,0,,,
118364,1,297,358.5757961,3800,10,3700,11,0.001623269,2.6316%,10.0000%,0,0,,,
110849,1,118,359.2955393,24300,32,24100,36,0.001623466,0.8230%,12.5000%,0,0,,,
100141,0,98,405.8789807,58000,40,57500,45,0.001629385,0.8621%,12.5000%,0,0,,,
109634,1,48,355.8789807,58000,40,57500,45,0.001629385,0.8621%,12.5000%,0,0,,,
101339,1,174,353.7197432,11300,24,11200,27,0.001632983,0.8850%,12.5000%,0,0,,,
112073,1,322,381.9483114,3735,8,3700,9,0.001641531,0.9371%,12.5000%,0,0,,,
100379,1,345,406.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
101370,1,343,404.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
103269,1,323,384.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
104523,1,296,357.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
105571,1,336,397.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
105825,1,318,379.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
107788,1,293,354.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
108663,1,329,390.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
108924,1,306,367.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
114532,1,317,378.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
115575,1,321,382.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
117423,1,340,401.5757961,4700,9,4600,10,0.001641992,2.1277%,11.1111%,0,0,,,
100595,0,177,357.0953165,11715,24,11600,27,0.001649227,0.9816%,12.5000%,0,0,,,
107211,1,312,373.5757961,3700,10,3600,11,0.001657414,2.7027%,10.0000%,0,0,,,
107359,0,346,407.5757961,3700,10,3600,11,0.001657414,2.7027%,10.0000%,0,0,,,
112699,1,340,401.5757961,3700,10,3600,11,0.001657414,2.7027%,10.0000%,0,0,,,
113267,1,326,387.5757961,3700,10,3600,11,0.001657414,2.7027%,10.0000%,0,0,,,
103362,1,326,387.5757961,4600,9,4500,10,0.001659899,2.1739%,11.1111%,0,0,,,
116383,1,-1,375.9662447,85500,48,84600,54,0.001662223,1.0526%,12.5000%,0,0,,,
101892,1,343,404.5757961,4500,9,4400,10,0.001679012,2.2222%,11.1111%,0,0,,,
103566,1,312,373.5757961,4500,9,4400,10,0.001679012,2.2222%,11.1111%,0,0,,,
104542,1,329,390.5757961,4500,9,4400,10,0.001679012,2.2222%,11.1111%,0,0,,,
105553,1,335,396.5757961,4500,9,4400,10,0.001679012,2.2222%,11.1111%,0,0,,,
113197,1,314,375.5757961,4500,9,4400,10,0.001679012,2.2222%,11.1111%,0,0,,,
117403,1,343,404.5757961,4500,9,4400,10,0.001679012,2.2222%,11.1111%,0,0,,,
116798,1,156,394.7917167,24300,31,24200,35,0.001680174,0.4115%,12.9032%,0,0,,,
101497,0,132,370.7917167,18200,31,18100,35,0.001692103,0.5495%,12.9032%,0,0,,,
112217,1,333,393.3238848,4150,8,4100,9,0.001693143,1.2048%,12.5000%,0,0,,,
108358,1,280,400.6477696,8200,16,8100,18,0.001696349,1.2195%,12.5000%,0,0,,,
101127,1,267,387.6477696,8000,16,7900,18,0.001703125,1.2500%,12.5000%,0,0,,,
101725,1,237,357.6477696,8000,16,7900,18,0.001703125,1.2500%,12.5000%,0,0,,,
112008,1,272,392.6477696,8000,16,7900,18,0.001703125,1.2500%,12.5000%,0,0,,,
118130,1,266,386.6477696,8000,16,7900,18,0.001703125,1.2500%,12.5000%,0,0,,,
118366,1,276,396.6477696,8000,16,7900,18,0.001703125,1.2500%,12.5000%,0,0,,,
100013,0,65,372.8789807,55600,39,55100,44,0.001716439,0.8993%,12.8205%,0,0,,,
105452,1,344,405.5757961,4300,9,4200,10,0.001721317,2.3256%,11.1111%,0,0,,,
108808,1,308,369.5757961,4300,9,4200,10,0.001721317,2.3256%,11.1111%,0,0,,,
118388,1,84,394.3828033,63800,39,63200,44,0.001723254,0.9404%,12.8205%,0,0,,,
111264,1,320,380.3739613,3852,8,3800,9,0.001726512,1.3499%,12.5000%,0,0,,,
105336,1,241,361.6477696,7300,16,7200,18,0.001731387,1.3699%,12.5000%,0,0,,,
108245,0,265,385.6477696,7300,16,7200,18,0.001731387,1.3699%,12.5000%,0,0,,,
116306,1,250,370.6477696,7300,16,7200,18,0.001731387,1.3699%,12.5000%,0,0,,,
118245,1,278,398.6477696,7200,16,7100,18,0.001736111,1.3889%,12.5000%,0,0,,,
104285,1,344,404.9498405,3175,9,3100,10,0.001736769,2.3622%,11.1111%,0,0,,,
114819,1,275,395.797999,7506,16,7400,18,0.001741989,1.4122%,12.5000%,0,0,,,
103671,1,307,368.5757961,4200,9,4100,10,0.001744772,2.3810%,11.1111%,0,0,,,
103753,1,332,393.5757961,4200,9,4100,10,0.001744772,2.3810%,11.1111%,0,0,,,
116853,1,304,365.5757961,4200,9,4100,10,0.001744772,2.3810%,11.1111%,0,0,,,
100003,0,260,380.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
100797,0,265,385.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
102302,1,283,403.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
102637,1,275,395.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
103580,1,256,376.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
104406,1,271,391.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
106630,1,279,399.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
107066,0,275,395.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
107068,1,269,389.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
107089,1,242,362.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
107115,1,273,393.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
107815,1,275,395.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
109869,0,271,391.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
111240,1,254,374.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
112911,0,278,398.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
114266,0,234,354.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
114290,0,250,370.6477696,7000,16,6900,18,0.001746173,1.4286%,12.5000%,0,0,,,
115688,1,225,404.7197432,13600,23,13500,26,0.001749982,0.7353%,13.0435%,0,0,,,
113355,1,191,370.7197432,12900,23,12800,26,0.001755407,0.7752%,13.0435%,0,0,,,
111234,1,227,406.7197432,11600,23,11500,26,0.001768208,0.8621%,13.0435%,0,0,,,
109244,0,192,371.7197432,11500,23,11400,26,0.001769376,0.8696%,13.0435%,0,0,,,
110328,1,349,410.0750316,3280,9,3200,10,0.001769963,2.4390%,11.1111%,0,0,,,
110354,0,90,392.8713354,43500,38,43200,43,0.001774108,0.6897%,13.1579%,0,0,,,
115986,0,85,387.8713354,43500,38,43200,43,0.001774108,0.6897%,13.1579%,0,0,,,
108704,1,212,391.7197432,11100,23,11000,26,0.001774369,0.9009%,13.0435%,0,0,,,
106265,1,274,394.6477696,6500,16,6400,18,0.001775518,1.5385%,12.5000%,0,0,,,
107548,1,306,367.2753374,3588,9,3500,10,0.001775949,2.4526%,11.1111%,0,0,,,
116207,1,178,357.7197432,10700,23,10600,26,0.001779933,0.9346%,13.0435%,0,0,,,
105998,1,264,382.5445586,6516,15,6500,17,0.001783204,0.2455%,13.3333%,0,0,,,
113771,1,101,406.375158,50800,38,50400,43,0.001787102,0.7874%,13.1579%,0,0,,,
100659,1,206,386.3456988,12225,23,12100,26,0.001795418,1.0225%,13.0435%,0,0,,,
103403,1,302,363.5757961,4000,9,3900,10,0.001797068,2.5000%,11.1111%,0,0,,,
108482,1,304,364.5742671,3660,8,3600,9,0.00180437,1.6393%,12.5000%,0,0,,,
116543,1,343,403.5742671,3660,8,3600,9,0.00180437,1.6393%,12.5000%,0,0,,,
102056,1,186,365.7197432,9200,23,9100,26,0.001807656,1.0870%,13.0435%,0,0,,,
110197,0,288,407.1204378,6739,15,6700,17,0.00180792,0.5787%,13.3333%,0,0,,,
116800,1,55,362.8789807,53700,38,53200,43,0.001809327,0.9311%,13.1579%,0,0,,,
105943,1,245,364.0953996,5838,15,5800,17,0.001815909,0.6509%,13.3333%,0,0,,,
106862,0,48,355.8789807,50800,38,50300,43,0.00181849,0.9843%,13.1579%,0,0,,,
115194,1,255,374.3958583,6650,15,6600,17,0.001828657,0.7519%,13.3333%,0,0,,,
114046,1,322,382.7996111,3969,8,3900,9,0.001834506,1.7385%,12.5000%,0,0,,,
116954,1,288,407.4459348,6352,15,6300,17,0.001838093,0.8186%,13.3333%,0,0,,,
116908,1,346,406.3238848,2850,8,2800,9,0.001839508,1.7544%,12.5000%,0,0,,,
114245,1,314,374.7745729,3868,8,3800,9,0.001840655,1.7580%,12.5000%,0,0,,,
115823,1,347,407.3238848,2750,8,2700,9,0.001860021,1.8182%,12.5000%,0,0,,,
102543,1,78,378.3675128,32300,37,32100,42,0.001860657,0.6192%,13.5135%,0,0,,,
108752,1,329,389.899764,3973,8,3900,9,0.001866344,1.8374%,12.5000%,0,0,,,
110047,1,88,390.8713354,40400,37,40100,42,0.001875778,0.7426%,13.5135%,0,0,,,
118359,1,55,357.8713354,40400,37,40100,42,0.001875778,0.7426%,13.5135%,0,0,,,
104588,1,312,372.3238848,2650,8,2600,9,0.001882899,1.8868%,12.5000%,0,0,,,
112610,0,317,377.3238848,2650,8,2600,9,0.001882899,1.8868%,12.5000%,0,0,,,
112412,1,284,404.2721963,7785,15,7700,17,0.001885069,1.0918%,13.3333%,0,0,,,
117049,1,48,353.375158,43500,37,43100,42,0.00190225,0.9195%,13.5135%,0,0,,,
115426,1,61,368.8789807,50800,37,50300,42,0.001913338,0.9843%,13.5135%,0,0,,,
113799,1,-51,390.0458634,98200,52,97100,59,0.001925059,1.1202%,13.4615%,0,0,,,
105685,1,160,398.7917167,19700,29,19600,33,0.001925688,0.5076%,13.7931%,0,0,,,
107309,1,274,394.6477696,7800,15,7700,17,0.001925707,1.2821%,13.3333%,0,0,,,
113764,1,175,354.7197432,11600,22,11500,25,0.001926389,0.8621%,13.6364%,0,0,,,
101387,0,296,357.5757961,3600,9,3500,10,0.001929012,2.7778%,11.1111%,0,0,,,
103359,1,323,384.5757961,3600,9,3500,10,0.001929012,2.7778%,11.1111%,0,0,,,
105370,1,341,402.5757961,3600,9,3500,10,0.001929012,2.7778%,11.1111%,0,0,,,
112724,1,314,375.5757961,3600,9,3500,10,0.001929012,2.7778%,11.1111%,0,0,,,
113581,1,308,369.5757961,3600,9,3500,10,0.001929012,2.7778%,11.1111%,0,0,,,
115920,1,284,404.6477696,7700,15,7600,17,0.001929574,1.2987%,13.3333%,0,0,,,
108680,1,136,374.7917167,17400,29,17300,33,0.001932224,0.5747%,13.7931%,0,0,,,
113066,1,164,402.7917167,17400,29,17300,33,0.001932224,0.5747%,13.7931%,0,0,,,
115533,1,282,402.6477696,7600,15,7500,17,0.001933595,1.3158%,13.3333%,0,0,,,
104739,1,191,370.7197432,10800,22,10700,25,0.001936665,0.9259%,13.6364%,0,0,,,
107289,1,196,376.0953165,12315,22,12200,25,0.001937986,0.9338%,13.6364%,0,0,,,
115129,1,274,394.6477696,7400,15,7300,17,0.001942131,1.3514%,13.3333%,0,0,,,
105535,1,212,392.2455459,12221,22,12100,25,0.001947731,0.9901%,13.6364%,0,0,,,
105136,1,283,403.6978461,7402,15,7300,17,0.001948679,1.3780%,13.3333%,0,0,,,
114875,1,219,399.3456988,12525,22,12400,25,0.001949145,0.9980%,13.6364%,0,0,,,
103275,1,205,384.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
105183,1,193,372.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
105664,1,223,402.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
106251,1,217,396.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
109114,1,208,387.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
112494,1,226,405.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
116681,0,176,355.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
118154,1,182,361.7197432,10000,22,9900,25,0.001949504,1.0000%,13.6364%,0,0,,,
108951,1,184,363.7197432,9500,22,9400,25,0.001959227,1.0526%,13.6364%,0,0,,,
114909,1,262,382.6477696,7000,15,6900,17,0.001961451,1.4286%,13.3333%,0,0,,,
100184,1,343,404.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
100737,0,319,380.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
101308,0,343,404.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
101536,1,317,378.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
103067,1,339,400.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
103102,1,343,404.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
103408,1,347,408.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
103442,1,291,352.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
105101,1,343,404.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
105344,1,309,370.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
105476,1,341,402.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
105557,1,323,384.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
106484,0,295,356.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
107043,1,319,380.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
108045,1,302,363.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
108422,1,325,386.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
108619,1,319,380.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
109102,1,337,398.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
110969,0,292,353.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
112125,1,334,395.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
112463,1,317,378.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
112899,1,318,379.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
115359,1,338,399.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
115877,1,303,364.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
116507,1,343,404.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
117221,1,343,404.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
117681,1,325,386.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
117863,1,347,408.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
118450,1,319,380.5757961,3500,9,3400,10,0.001969262,2.8571%,11.1111%,0,0,,,
101680,1,330,390.5492289,2759,8,2700,9,0.001974069,2.1385%,12.5000%,0,0,,,
115211,1,71,373.8713354,42000,36,41700,41,0.001974931,0.7143%,13.8889%,0,0,,,
105682,1,94,396.8713354,41100,36,40800,41,0.001976964,0.7299%,13.8889%,0,0,,,
110240,1,284,404.6477696,6700,15,6600,17,0.001978268,1.4925%,13.3333%,0,0,,,
104423,0,106,408.8713354,38700,36,38400,41,0.001983096,0.7752%,13.8889%,0,0,,,
102766,1,232,352.6477696,6600,15,6500,17,0.001984389,1.5152%,13.3333%,0,0,,,
115451,1,257,377.6477696,6600,15,6500,17,0.001984389,1.5152%,13.3333%,0,0,,,
118554,1,277,397.9983048,7414,15,7300,17,0.001990566,1.5376%,13.3333%,0,0,,,
102031,1,247,367.6477696,6500,15,6400,17,0.001990796,1.5385%,13.3333%,0,0,,,
103328,1,264,384.6477696,6500,15,6400,17,0.001990796,1.5385%,13.3333%,0,0,,,
109289,0,275,395.6477696,6500,15,6400,17,0.001990796,1.5385%,13.3333%,0,0,,,
112925,1,262,382.6477696,6500,15,6400,17,0.001990796,1.5385%,13.3333%,0,0,,,
115234,1,289,409.6477696,6500,15,6400,17,0.001990796,1.5385%,13.3333%,0,0,,,
106864,0,269,389.6477696,6400,15,6300,17,0.001997504,1.5625%,13.3333%,0,0,,,
109205,1,254,374.6477696,6400,15,6300,17,0.001997504,1.5625%,13.3333%,0,0,,,
110661,0,232,352.6477696,6400,15,6300,17,0.001997504,1.5625%,13.3333%,0,0,,,
118414,1,290,410.6477696,6400,15,6300,17,0.001997504,1.5625%,13.3333%,0,0,,,
110378,0,268,388.6477696,6300,15,6200,17,0.002004535,1.5873%,13.3333%,0,0,,,
108655,0,49,354.375158,41500,36,41100,41,0.002012624,0.9639%,13.8889%,0,0,,,
100603,1,314,375.5757961,3400,9,3300,10,0.002013115,2.9412%,11.1111%,0,0,,,
117679,1,336,397.5757961,3400,9,3300,10,0.002013115,2.9412%,11.1111%,0,0,,,
107058,1,-51,395.0535087,103400,51,102100,58,0.002026153,1.2573%,13.7255%,0,0,,,
109900,0,260,380.6477696,6000,15,5900,17,0.002027778,1.6667%,13.3333%,0,0,,,
112936,1,240,360.6477696,6000,15,5900,17,0.002027778,1.6667%,13.3333%,0,0,,,
101644,1,293,354.6258726,3402,9,3300,10,0.002043616,2.9982%,11.1111%,0,0,,,
106410,1,317,378.6258726,3402,9,3300,10,0.002043616,2.9982%,11.1111%,0,0,,,
103839,1,315,374.2722793,3308,7,3300,8,0.00204608,0.2418%,14.2857%,0,0,,,
109531,1,295,354.347394,3411,7,3400,8,0.002050176,0.3225%,14.2857%,0,0,,,
115543,1,299,358.347394,3411,7,3400,8,0.002050176,0.3225%,14.2857%,0,0,,,
115834,1,324,383.347394,3411,7,3400,8,0.002050176,0.3225%,14.2857%,0,0,,,
101292,1,302,361.2722793,2308,7,2300,8,0.002051629,0.3466%,14.2857%,0,0,,,
118479,0,-18,356.462422,71300,43,70500,49,0.002060302,1.1220%,13.9535%,0,0,,,
110368,0,270,388.8700556,6229,14,6200,16,0.002060324,0.4656%,14.2857%,0,0,,,
103629,1,323,384.5757961,3300,9,3200,10,0.002061014,3.0303%,11.1111%,0,0,,,
110147,0,319,380.5757961,3300,9,3200,10,0.002061014,3.0303%,11.1111%,0,0,,,
113767,1,318,379.5757961,3300,9,3200,10,0.002061014,3.0303%,11.1111%,0,0,,,
118672,1,308,367.347394,2211,7,2200,8,0.002063093,0.4975%,14.2857%,0,0,,,
109164,1,128,366.7917167,18600,28,18500,32,0.002066831,0.5376%,14.2857%,0,0,,,
102774,1,147,385.7917167,18400,28,18300,32,0.0020674,0.5435%,14.2857%,0,0,,,
113415,0,322,381.3974705,2313,7,2300,8,0.002069246,0.5620%,14.2857%,0,0,,,
106640,1,247,365.9702085,5833,14,5800,16,0.002069623,0.5657%,14.2857%,0,0,,,
101347,0,-16,360.0899068,73665,43,72800,49,0.002071093,1.1742%,13.9535%,0,0,,,
117550,1,319,378.4225087,2314,7,2300,8,0.00207376,0.6050%,14.2857%,0,0,,,
113966,1,254,373.2205907,7043,14,7000,16,0.002074364,0.6105%,14.2857%,0,0,,,
109855,1,331,390.5977763,3421,7,3400,8,0.00207473,0.6139%,14.2857%,0,0,,,
102369,1,65,365.3675128,32300,35,32100,40,0.002075323,0.6192%,14.2857%,0,0,,,
110204,1,275,394.1204378,6239,14,6200,16,0.002075984,0.6251%,14.2857%,0,0,,,
101334,1,336,395.6478527,3423,7,3400,8,0.00208145,0.6719%,14.2857%,0,0,,,
110828,1,303,362.6478527,3423,7,3400,8,0.00208145,0.6719%,14.2857%,0,0,,,
101628,0,349,408.4475469,2215,7,2200,8,0.00208209,0.6772%,14.2857%,0,0,,,
118281,0,340,399.4475469,2215,7,2200,8,0.00208209,0.6772%,14.2857%,0,0,,,
112031,1,266,385.3958583,7350,14,7300,16,0.002082466,0.6803%,14.2857%,0,0,,,
104742,1,280,399.3958583,7250,14,7200,16,0.002083623,0.6897%,14.2857%,0,0,,,
113462,1,272,391.3958583,7050,14,7000,16,0.002086086,0.7092%,14.2857%,0,0,,,
102460,1,274,393.4459348,6852,14,6800,16,0.00209265,0.7589%,14.2857%,0,0,,,
108779,1,304,365.5757961,4100,8,4000,9,0.002097896,2.4390%,12.5000%,0,0,,,
107880,1,242,361.3958583,6150,14,6100,16,0.002100305,0.8130%,14.2857%,0,0,,,
101526,1,303,364.5757961,3200,9,3100,10,0.002113474,3.1250%,11.1111%,0,0,,,
107123,1,344,405.5757961,3200,9,3100,10,0.002113474,3.1250%,11.1111%,0,0,,,
114312,1,305,366.5757961,3200,9,3100,10,0.002113474,3.1250%,11.1111%,0,0,,,
118088,1,328,389.5757961,3200,9,3100,10,0.002113474,3.1250%,11.1111%,0,0,,,
118476,1,330,391.5757961,3200,9,3100,10,0.002113474,3.1250%,11.1111%,0,0,,,
100499,0,315,374.572738,2220,7,2200,8,0.002113862,0.9009%,14.2857%,0,0,,,
103521,1,332,391.6478527,2523,7,2500,8,0.00211561,0.9116%,14.2857%,0,0,,,
112341,1,274,393.5210495,5955,14,5900,16,0.002117589,0.9236%,14.2857%,0,0,,,
102690,1,269,388.3958583,5250,14,5200,16,0.002122449,0.9524%,14.2857%,0,0,,,
101120,1,342,403.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
101224,1,297,358.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
101418,1,303,364.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
101821,1,323,384.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
102143,1,292,353.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
105348,1,327,388.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
107201,1,305,366.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
107869,1,295,356.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
108944,1,303,364.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
109153,1,333,394.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
109640,1,302,363.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
110144,1,307,368.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
110337,1,299,360.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
110885,1,348,409.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
111780,1,342,403.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
113503,1,344,405.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
113583,1,315,376.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
115676,1,347,408.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
116078,1,325,386.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
116141,1,298,359.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
116270,1,340,401.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
117296,1,305,366.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
117684,1,322,383.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
117861,1,339,400.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
118654,1,313,374.5757961,4000,8,3900,9,0.002125,2.5000%,12.5000%,0,0,,,
101869,1,220,399.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
102940,1,230,409.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
105466,1,181,360.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
106256,0,181,360.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
106905,1,219,398.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
110137,1,198,377.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
113365,0,205,384.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
115600,1,177,356.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
117732,1,208,387.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
118496,1,228,407.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
118615,1,231,410.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
118616,1,184,363.7197432,10000,21,9900,24,0.002130816,1.0000%,14.2857%,0,0,,,
117939,0,204,383.7447814,9801,21,9700,24,0.002136391,1.0305%,14.2857%,0,0,,,
115528,1,320,379.6478527,2223,7,2200,8,0.002137159,1.0346%,14.2857%,0,0,,,
104237,0,192,371.7197432,9600,21,9500,24,0.002138473,1.0417%,14.2857%,0,0,,,
101201,1,210,389.7197432,9500,21,9400,24,0.002140539,1.0526%,14.2857%,0,0,,,
