ClientId,Good,PredictedGood0,OptimizedClientScoreWithRoundedValues,LoanAmount0,LoanPeriod0,RoundedOptimizedLoanAmount,RoundedOptimizedLoanPeriod,Deviation,dLAmount,dLPeriod,Reject2Accept,,,,threshold
112028,1,342,403.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
112563,1,337,398.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
112736,1,329,390.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
113201,1,321,382.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
114922,1,311,372.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
115514,0,297,358.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
115517,1,339,400.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
115718,1,337,398.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
116065,1,330,391.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
116280,1,295,356.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
116411,0,339,400.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
117452,1,311,372.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
117656,1,324,385.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
117793,1,314,375.5757961,1500,5,1400,6,0.008,6.6667%,20.0000%,0,0,,,
105138,1,324,384.0735026,890,4,850,5,0.008067952,4.4944%,25.0000%,0,0,,,
109013,0,294,354.0735026,890,4,850,5,0.008067952,4.4944%,25.0000%,0,0,,,
112337,1,331,391.1486172,943,4,900,5,0.008121354,4.5599%,25.0000%,0,0,,,
109245,1,280,398.5946351,3418,7,3400,9,0.008188225,0.5266%,28.5714%,0,0,,,
103539,1,263,381.469444,2313,7,2300,9,0.008191695,0.5620%,28.5714%,0,0,,,
116209,1,262,380.6697498,3421,7,3400,9,0.008197179,0.6139%,28.5714%,0,0,,,
115953,1,262,380.7198262,3423,7,3400,9,0.008203899,0.6719%,28.5714%,0,0,,,
117620,1,276,394.5195204,2115,7,2100,9,0.008208535,0.7092%,28.5714%,0,0,,,
110972,1,148,385.8402641,7162,14,7100,18,0.008230711,0.8657%,28.5714%,0,0,,,
114800,1,278,396.9451703,3532,7,3500,9,0.008237141,0.9060%,28.5714%,0,0,,,
108266,0,249,367.6447115,2120,7,2100,9,0.008243365,0.9434%,28.5714%,0,0,,,
105057,1,17,373.9356637,10000,21,9900,27,0.008253265,1.0000%,28.5714%,0,0,,,
113307,1,53,409.9356637,10000,21,9900,27,0.008253265,1.0000%,28.5714%,0,0,,,
116807,0,26,382.9356637,10000,21,9900,27,0.008253265,1.0000%,28.5714%,0,0,,,
117240,0,53,409.9356637,10000,21,9900,27,0.008253265,1.0000%,28.5714%,0,0,,,
103925,1,271,389.7949409,2226,7,2200,9,0.008286048,1.1680%,28.5714%,0,0,,,
113124,1,284,402.7949409,2226,7,2200,9,0.008286048,1.1680%,28.5714%,0,0,,,
103944,0,267,385.8450174,2228,7,2200,9,0.008305409,1.2567%,28.5714%,0,0,,,
109562,0,261,379.8450174,2228,7,2200,9,0.008305409,1.2567%,28.5714%,0,0,,,
109991,1,282,400.8450174,2228,7,2200,9,0.008305409,1.2567%,28.5714%,0,0,,,
116148,0,236,354.8450174,2228,7,2200,9,0.008305409,1.2567%,28.5714%,0,0,,,
115869,0,239,357.8700556,2229,7,2200,9,0.008315607,1.3010%,28.5714%,0,0,,,
118199,0,274,392.8700556,2229,7,2200,9,0.008315607,1.3010%,28.5714%,0,0,,,
111441,1,242,360.8950938,2230,7,2200,9,0.008326148,1.3453%,28.5714%,0,0,,,
109120,1,141,379.0906463,5272,14,5200,18,0.008331129,1.3657%,28.5714%,0,0,,,
107648,1,169,407.7917167,7000,14,6900,18,0.008346939,1.4286%,28.5714%,0,0,,,
108676,1,147,385.7917167,7000,14,6900,18,0.008346939,1.4286%,28.5714%,0,0,,,
114289,1,284,402.9952467,2334,7,2300,9,0.00835425,1.4567%,28.5714%,0,0,,,
107861,1,268,387.3958583,3150,7,3100,9,0.008390023,1.5873%,28.5714%,0,0,,,
114100,1,281,400.5210495,3355,7,3300,9,0.008405136,1.6393%,28.5714%,0,0,,,
101114,1,167,405.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
101359,1,132,370.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
104364,1,162,400.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
105345,0,156,394.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
105449,1,156,394.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
109118,1,159,397.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
109647,0,124,362.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
111879,1,121,359.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
113791,1,167,405.7917167,6000,14,5900,18,0.008413265,1.6667%,28.5714%,0,0,,,
101494,1,153,391.7917167,5800,14,5700,18,0.008430804,1.7241%,28.5714%,0,0,,,
111876,1,161,399.7917167,5800,14,5700,18,0.008430804,1.7241%,28.5714%,0,0,,,
116433,1,133,372.1672901,6215,14,6100,18,0.008471411,1.8504%,28.5714%,0,0,,,
104366,1,117,355.7917167,5400,14,5300,18,0.008471907,1.8519%,28.5714%,0,0,,,
114981,1,348,408.123579,842,4,800,5,0.008489324,4.9881%,25.0000%,0,0,,,
100017,1,349,409.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
100139,1,326,387.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
100455,1,326,387.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
100493,0,316,376.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
100881,1,328,389.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
100933,1,319,379.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
101056,1,325,385.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
101126,1,319,379.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
101133,0,316,376.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
101208,1,338,399.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
101541,1,292,353.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
101865,1,340,401.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
101939,1,320,380.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
101970,1,324,384.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
102025,1,326,386.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
102054,1,313,374.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
102126,0,314,374.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
102176,1,348,408.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
102210,0,302,362.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
102321,1,339,400.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
102360,1,328,388.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
102541,1,329,390.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
102734,1,310,370.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
103460,1,299,359.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
103462,1,333,393.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
103581,1,329,389.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
104230,1,339,400.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
104304,1,348,408.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
104446,1,293,354.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
104667,1,293,354.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
105007,0,340,400.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
105256,1,309,369.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
105317,1,342,403.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
105606,1,293,354.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
105659,0,304,364.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
105718,1,302,363.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
105939,1,326,387.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
106249,1,308,368.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
106346,1,337,397.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
106582,1,332,393.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
106762,1,337,397.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
106874,1,348,408.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
107076,1,322,382.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
107137,1,305,365.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
107399,1,334,395.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
107739,1,322,382.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
107833,0,291,351.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
107897,0,348,408.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108007,1,306,366.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108009,0,335,395.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108021,1,315,376.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
108094,1,326,387.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
108119,0,295,355.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108230,0,305,365.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108333,1,348,408.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108512,1,319,380.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
108654,0,302,362.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108817,0,306,366.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
108888,1,302,362.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
109808,1,331,392.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
109994,1,324,385.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
110184,1,299,360.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
110298,1,342,402.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
110419,1,314,375.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
110459,1,349,409.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
110480,1,315,375.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
110521,1,297,358.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
111109,1,326,386.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
111655,1,319,380.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
111909,1,312,373.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
112128,1,326,387.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
112235,1,335,396.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
112957,1,344,405.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
113241,1,302,362.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
113872,1,315,376.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
114211,1,295,356.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
114316,1,302,362.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
114550,0,298,358.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
114886,1,295,355.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
114968,1,321,382.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
114993,1,336,396.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
115511,1,294,354.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
115754,1,332,392.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
115842,1,349,410.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
115864,1,339,399.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
116007,1,337,397.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
116287,1,309,369.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
116621,1,349,410.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
116701,0,318,378.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
116805,0,305,365.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
117061,1,307,367.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
117092,1,299,360.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
117441,1,307,367.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
117535,1,347,407.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
117659,1,344,404.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
117746,1,309,369.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
117787,1,325,385.3238848,1000,4,950,5,0.0085,5.0000%,25.0000%,0,0,,,
118090,1,306,367.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
118194,1,302,363.5757961,2000,4,1900,5,0.0085,5.0000%,25.0000%,0,0,,,
107930,1,252,371.3958583,2450,7,2400,9,0.008538109,2.0408%,28.5714%,0,0,,,
102562,0,-14,402.0076372,12200,24,12100,31,0.008567412,0.8197%,29.1667%,0,0,,,
110947,0,241,360.4459348,2452,7,2400,9,0.008568035,2.1207%,28.5714%,0,0,,,
103687,1,323,384.5757961,1400,5,1300,6,0.008591837,7.1429%,20.0000%,0,0,,,
103984,1,323,384.5757961,1400,5,1300,6,0.008591837,7.1429%,20.0000%,0,0,,,
110454,1,299,360.5757961,1400,5,1300,6,0.008591837,7.1429%,20.0000%,0,0,,,
118290,0,332,393.5757961,1400,5,1300,6,0.008591837,7.1429%,20.0000%,0,0,,,
113758,1,272,391.3958583,2150,7,2100,9,0.008650015,2.3256%,28.5714%,0,0,,,
110121,0,-439,351.0057755,87700,49,82100,60,0.008709172,6.3854%,22.4490%,0,0,,,
118193,1,295,356.5757961,1900,4,1800,5,0.008743075,5.2632%,25.0000%,0,0,,,
117884,0,-403,402.492995,71300,45,69800,58,0.008744012,2.1038%,28.8889%,0,0,,,
100672,1,87,384.8636902,7400,17,7300,22,0.008814873,1.3514%,29.4118%,0,0,,,
118324,1,348,409.2502992,1187,5,1100,6,0.008834812,7.3294%,20.0000%,0,0,,,
108659,1,-71,405.331522,17950,27,17800,35,0.008841998,0.8357%,29.6296%,0,0,,,
101458,1,289,409.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
107947,1,285,405.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
111735,1,282,402.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
112118,1,237,357.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
114215,1,257,377.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
115420,1,240,360.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
118477,1,282,402.6477696,3500,7,3400,9,0.008897959,2.8571%,28.5714%,0,0,,,
107685,1,285,405.5976932,3398,7,3300,9,0.008911862,2.8840%,28.5714%,0,0,,,
110882,0,-432,388.5159307,83500,45,81400,58,0.008914936,2.5150%,28.8889%,0,0,,,
110316,1,337,398.5757961,1800,4,1700,5,0.009027778,5.5556%,25.0000%,0,0,,,
115709,1,336,396.3238848,900,4,850,5,0.009027778,5.5556%,25.0000%,0,0,,,
114990,1,289,409.8731137,3509,7,3400,9,0.009031683,3.1063%,28.5714%,0,0,,,
116176,1,263,383.6477696,3200,7,3100,9,0.009042172,3.1250%,28.5714%,0,0,,,
104252,1,241,360.8465464,2168,7,2100,9,0.00904867,3.1365%,28.5714%,0,0,,,
117066,1,-281,386.318467,43500,37,42800,48,0.009071624,1.6092%,29.7297%,0,0,,,
110069,1,24,380.9356637,9200,20,9100,26,0.009106333,1.0870%,30.0000%,0,0,,,
112119,0,47,403.9356637,9200,20,9100,26,0.009106333,1.0870%,30.0000%,0,0,,,
115106,1,288,408.9231901,3411,7,3300,9,0.009116336,3.2542%,28.5714%,0,0,,,
114187,1,192,370.4678318,3750,10,3700,13,0.00916,1.3333%,30.0000%,0,0,,,
117607,0,208,386.4678318,3650,10,3600,13,0.009168887,1.3699%,30.0000%,0,0,,,
103849,1,323,384.1251081,1082,5,1000,6,0.009169109,7.5786%,20.0000%,0,0,,,
107063,0,-410,397.9968176,71300,44,69700,57,0.009182553,2.2440%,29.5455%,0,0,,,
106625,1,188,367.2690551,4782,10,4700,13,0.009264637,1.7148%,30.0000%,0,0,,,
111131,0,292,352.0735026,690,4,650,5,0.009274575,5.7971%,25.0000%,0,0,,,
112706,1,291,352.5757961,1300,5,1200,6,0.009325444,7.6923%,20.0000%,0,0,,,
115485,1,343,404.5757961,1300,5,1200,6,0.009325444,7.6923%,20.0000%,0,0,,,
116316,1,338,399.5757961,1300,5,1200,6,0.009325444,7.6923%,20.0000%,0,0,,,
116878,1,294,355.5757961,1300,5,1200,6,0.009325444,7.6923%,20.0000%,0,0,,,
118618,1,317,378.5757961,1300,5,1200,6,0.009325444,7.6923%,20.0000%,0,0,,,
108683,0,-15,401.0076372,11300,23,11200,30,0.009333243,0.8850%,30.4348%,0,0,,,
117011,0,-49,367.0076372,10500,23,10400,30,0.009344393,0.9524%,30.4348%,0,0,,,
100501,1,192,371.1939404,3979,10,3900,13,0.009354772,1.9854%,30.0000%,0,0,,,
114746,0,227,406.1939404,3979,10,3900,13,0.009354772,1.9854%,30.0000%,0,0,,,
102155,1,213,392.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
103070,1,182,361.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
103438,1,181,360.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
105811,1,175,354.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
110433,1,225,404.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
110931,1,225,404.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
111896,1,196,375.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
114382,1,180,359.7197432,5000,10,4900,13,0.00936,2.0000%,30.0000%,0,0,,,
100846,1,341,401.3238848,850,4,800,5,0.009364187,5.8824%,25.0000%,0,0,,,
101333,1,321,382.5757961,1700,4,1600,5,0.009364187,5.8824%,25.0000%,0,0,,,
102020,1,330,391.5757961,1700,4,1600,5,0.009364187,5.8824%,25.0000%,0,0,,,
105096,1,306,367.5757961,1700,4,1600,5,0.009364187,5.8824%,25.0000%,0,0,,,
105788,1,326,387.5757961,1700,4,1600,5,0.009364187,5.8824%,25.0000%,0,0,,,
117226,1,323,384.5757961,1700,4,1600,5,0.009364187,5.8824%,25.0000%,0,0,,,
113607,0,208,387.2940933,4083,10,4000,13,0.009371912,2.0328%,30.0000%,0,0,,,
116436,0,-387,351.9095536,58000,40,56800,52,0.009385256,2.0690%,30.0000%,0,0,,,
100012,1,202,381.7197432,4800,10,4700,13,0.009390625,2.0833%,30.0000%,0,0,,,
103021,0,291,352.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
104865,1,291,352.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
106177,1,306,367.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
109017,1,294,355.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
109611,1,341,402.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
112189,1,325,386.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
114367,1,333,394.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
115397,1,347,408.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
117633,1,343,404.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
118532,1,324,385.1751845,1084,5,1000,6,0.009404338,7.7491%,20.0000%,0,0,,,
100241,0,324,385.6008344,1301,5,1200,6,0.009424137,7.7633%,20.0000%,0,0,,,
108591,1,330,391.6008344,1301,5,1200,6,0.009424137,7.7633%,20.0000%,0,0,,,
113661,1,292,353.6008344,1301,5,1200,6,0.009424137,7.7633%,20.0000%,0,0,,,
116214,1,320,381.6008344,1301,5,1200,6,0.009424137,7.7633%,20.0000%,0,0,,,
100793,0,-399,396.4777045,58000,43,56900,56,0.009463797,1.8966%,30.2326%,0,0,,,
106107,1,177,356.4943991,3991,10,3900,13,0.009467909,2.2801%,30.0000%,0,0,,,
108863,1,204,383.4943991,3991,10,3900,13,0.009467909,2.2801%,30.0000%,0,0,,,
114011,1,321,382.4005286,1193,5,1100,6,0.009469247,7.7955%,20.0000%,0,0,,,
108794,1,213,392.6947049,4099,10,4000,13,0.009524997,2.4152%,30.0000%,0,0,,,
103101,1,181,360.7197432,4100,10,4000,13,0.009535396,2.4390%,30.0000%,0,0,,,
100982,0,222,401.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
102828,0,223,402.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
103803,0,221,400.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
105552,1,226,405.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
106370,0,177,356.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
106443,0,179,358.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
106617,1,186,365.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
108204,0,214,393.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
109511,1,210,389.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
111222,1,177,356.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
112484,1,230,409.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
112647,1,231,410.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
116789,0,224,403.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
116870,0,174,353.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
117567,1,226,405.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
118545,1,231,410.7197432,4000,10,3900,13,0.0095625,2.5000%,30.0000%,0,0,,,
100715,1,258,378.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
103058,1,267,387.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
104050,1,260,380.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
104099,1,271,391.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
105075,1,274,394.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
105443,1,279,399.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
106352,0,287,407.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
106716,1,264,384.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
106880,1,273,393.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
109248,1,288,408.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
110028,1,238,358.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
110987,1,250,370.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
110994,1,250,370.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
111925,1,286,406.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
112376,1,238,358.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
112542,1,283,403.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
115245,1,269,389.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
116722,1,266,386.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
117062,1,278,398.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
117606,1,238,358.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
117750,1,237,357.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
118368,1,242,362.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
118594,1,282,402.6477696,2500,7,2400,9,0.009603265,4.0000%,28.5714%,0,0,,,
118436,0,264,384.5476167,2396,7,2300,9,0.009608077,4.0067%,28.5714%,0,0,,,
110221,1,118,356.0906463,5672,13,5600,17,0.009612478,1.2694%,30.7692%,0,0,,,
102923,1,228,407.7197432,3800,10,3700,13,0.009623269,2.6316%,30.0000%,0,0,,,
116605,1,213,392.7197432,3800,10,3700,13,0.009623269,2.6316%,30.0000%,0,0,,,
100818,0,-423,387.5006402,71700,43,70000,56,0.009646019,2.3710%,30.2326%,0,0,,,
113537,0,-443,367.5006402,71300,43,69600,56,0.009651712,2.3843%,30.2326%,0,0,,,
114321,1,133,371.7917167,6500,13,6400,17,0.009680473,1.5385%,30.7692%,0,0,,,
115025,1,149,387.5162962,5589,13,5500,17,0.009695676,1.5924%,30.7692%,0,0,,,
109984,1,273,393.6477696,2400,7,2300,9,0.009725765,4.1667%,28.5714%,0,0,,,
115744,1,279,399.6477696,2400,7,2300,9,0.009725765,4.1667%,28.5714%,0,0,,,
114126,1,165,403.7917167,5700,13,5600,17,0.009744464,1.7544%,30.7692%,0,0,,,
105517,1,153,391.7917167,5500,13,5400,17,0.009764976,1.8182%,30.7692%,0,0,,,
113231,1,157,395.7917167,5500,13,5400,17,0.009764976,1.8182%,30.7692%,0,0,,,
